component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Egg indet,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Limacina sp.,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces egg,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,8.01734667557158,0.12932769474360817,0.287039546558508,0.024975556674916386,0.07221482150918529,0.0009835490180270122,0.004287597782759111,0.0020773998001785373,0.011306809225988281,0.0,0.006800451338701628,0.0,0.285242124352115,0.8391521191879986,0.010034213321197727,0.000655669052215418,0.0,0.2726487678787861,0.5138367623593505,35.619908081321626,0.035518963237639374,0.011862528643562556,0.0,1.7260311566016013e-05,0.0,0.003757802046660549,0.09434335119732566,0.0,0.11828206430193447,0.08389414123601528,0.015453131666685868,0.043796668630167554,0.006935884531945722
component_2,19.678091204906956,0.020379360640639818,0.011891119723642969,0.0,0.016795652489748476,0.029336540243283943,0.005560017876820605,0.004682317222885905,0.0,0.01572388613112731,0.0,0.010350898729094915,0.0,0.0,0.0,0.0,0.005098863269528974,3.9853448868980075,0.1454424977435398,8.792368322456344,0.0,0.004731575816779654,0.3783869816729269,0.08268947926405584,0.053141351634289416,0.0,0.07959874859670374,5.874052663003514,0.0,0.005903602224478733,0.06475511357160636,0.8729085782251459,0.0007085045148776034
