component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Egg indet,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Limacina sp.,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces egg,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.17237268769796377,0.0027805411489391853,0.006171340733793005,0.0005369736404096849,0.0015526162680597252,2.1146271276578207e-05,9.218321016776139e-05,4.466402682461754e-05,0.0002430960234649931,0.0,0.00014620947830319995,0.0,0.0061326962159517105,0.01804174273922925,0.00021573525370676994,1.409686288296753e-05,0.0,0.0058619394693262454,0.011047473353718563,0.765826842718398,0.0007636565319262032,0.000255043972517152,0.0,3.710961263785339e-07,0.0,8.079261940779283e-05,0.002028378922651059,0.0,0.002543060460677192,0.001803721254941686,0.0003322418184626218,0.0009416269234061608,0.00014912128746746286
component_2,0.49026158648352913,0.0005077330710159857,0.0002962563370640883,0.0,0.00041844827071422537,0.0007308929820400376,0.00013852274373477486,0.00011665563728756232,0.0,0.00039174619530224324,0.0,0.00025788314423458905,0.0,0.0,0.0,0.0,0.0001270334998324696,0.09929121105239214,0.0036235663786380987,0.21905378920289206,0.0,0.00011788286995656608,0.00942716445451907,0.0020601325030643177,0.001323968015434808,0.0,0.0019831297844270807,0.1463466322858482,0.0,0.00014708283249642153,0.0016133142377458022,0.021747716277939942,1.7651739890707524e-05
