component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Egg indet,Egg mass,Euchirella sp.,Eukrohnia hamata,Euphausia longirostris,Euphausia spinifera,Euphausia spinifera calyptopis,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globorotalia sp.,Hansarsia megalops,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta exigua,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura F1,Turborotalita quinqueloba,Vibilia sp.
component_1,8.53742317547633,0.020627737571325386,0.0,11.768496136766633,7.63587245071987,0.014922591069070795,0.0,1.3566910379841846,0.0,0.015499902233059205,0.0,0.01400614001837187,0.01138842380118238,0.09495985397225788,0.0,0.020428805945431033,0.042176821257399646,0.018769189967457033,0.0,0.0,0.4315444381102422,0.0004406149554958699,0.0,0.0559914008295652,0.0,0.006435084269394062,0.027274551501211965,0.005725604148551169,0.06295319016721573,0.04232991945142165,0.012134848765939395,0.0,4.648117682466898,0.5807625380653818,0.0,0.0,0.13437328762163,0.7265563582268906,0.05796007905431789,0.11178978216697286,0.01588612770002959,0.01856993303533346,0.028133526325639317,0.006435084269394062,0.0,0.7209951070062047,0.30396886358583247,0.02815824063647781,0.18732947288812712,0.010961786943706356,0.0,0.051079108716231454,0.0,0.0,0.3353699173252879,0.012977361297814231,0.032084741304442436,0.01115803132232036,0.0,0.11637073248705797,0.0,0.0,0.022552807547288185,0.0
component_2,9.102564501106675,0.0,0.17292112827273315,0.23724555467713415,0.0,0.018279276354518145,0.10764044261274142,0.0,0.0047859239536320085,0.0523397671965666,0.007348704824834092,0.0030104342516866166,0.0,0.02905637452874588,0.0054691531273346,0.0,0.0,0.0003590958620395504,0.013775409394319814,0.15977722198528826,0.6848757909563528,0.0648442470069488,1.1805768532562348,0.30528274220743923,0.007504147543232267,0.006950196447285389,0.0,0.00942728865026775,0.002883902526136278,0.007185402635005971,0.004404557244181793,0.07167043180858108,0.7427970978056502,0.11564683178937396,0.16104865426171525,0.4306533469968621,0.19087182350440327,8.507779327955188,0.018622220542208898,0.1692495680875939,0.0,0.01135475369146718,0.022825383280834843,0.006950196447285389,0.0007981910241368906,0.6457305064189289,0.2857621954303747,0.016896558995272475,0.13443601238616254,0.0626803097297854,0.029590268699546295,0.0,0.0419271170050089,0.01597439577953653,0.346029033336489,0.009651336204798914,0.047705239820868606,0.25446034214420016,0.005033083505484142,1.2377591989817522,0.009571847907264017,0.005656927145787553,0.14437614412968977,0.007380752080072908
