component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma borealis,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.02886561691823505,0.00018801531135580486,0.0,0.0,0.0,0.0,0.0,0.05035367618651675,0.0,0.0004292976025279692,7.689322600603651e-05,0.0,0.00022854879695479084,0.0,0.0,1.5399101077795093e-05,0.017810806311842987,0.0028152824092615354,0.0014169917914197178,3.3284225464098e-05,0.00047880809531617043,0.0,0.0,0.0,0.012650509899056004,0.88145673926179,7.22387833784664e-05,0.0,0.0,0.0,0.0,6.849716423318956e-06,4.9312613654355756e-05,0.0,0.00025409807124478483,0.001687110696660836,0.0,0.0,0.0,0.0,1.425049004074538e-05,0.0,0.0,0.001039716185804274,5.655430596871449e-05
component_2,0.7095383614478846,0.0,0.0506715555968032,0.0008749847204324112,6.0883663953969454e-05,0.002313057411416964,0.026054859030655495,0.09873305175278255,0.008792767245774621,0.00014499221869898645,0.00026089554342280163,0.00038447897026900484,0.0,0.005644002890086052,0.003497859309910754,0.0,0.01641001419922233,0.0,0.0006442519804667627,0.0003730436786862191,0.014107021096932305,6.0883663953969454e-05,0.0014076264871879362,0.002088276781223714,0.0,0.02032004420932056,8.351161876632544e-05,0.014718124461861134,0.00034421899669578204,0.002108109615828379,0.00017864906412722785,0.00012410992927873278,0.014399596088746379,0.0002638269725861448,0.0011249814534942378,0.0001856600241144345,0.00025565285523322016,0.0006994670538208119,0.00015202810006452003,0.0020385617590401215,0.00011748976893259561,7.254670608479383e-05,7.361554010867387e-05,0.0006769380921308143,0.0
