component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma borealis,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,1.6419718526464158,0.010694933352273547,0.0,0.0,0.0,0.0,0.0,2.8642838020656423,0.0,0.024419868861843608,0.00437394125747343,0.0,0.013000612203056731,0.0,0.0,0.0008759518494761011,1.013137627365542,0.16014258369575396,0.08060318418042867,0.0018933169349538924,0.027236189600775194,0.0,0.0,0.0,0.7196028837600493,50.140177474573264,0.004109181151847562,0.0,0.0,0.0,0.0,0.00038963454678824487,0.002805064718700987,0.0,0.0144539395079449,0.09596844176456137,0.0,0.0,0.0,0.0,0.0008106150511039444,0.0,0.0,0.05914249872667861,0.0032169961518445944
component_2,42.69686359799251,0.0,3.0491889024857324,0.052652689817073814,0.0036637081748251365,0.13918950990622328,1.567865562373164,5.9413160335682935,0.529109635419353,0.008724987006943711,0.015699533719524875,0.02313623482791504,0.0,0.33963099761503124,0.21048561988314315,0.0,0.9874816866498333,0.0,0.03876821948935078,0.02244810982799657,0.8488978021154702,0.0036637081748251365,0.08470470292507093,0.12566321107828185,0.0,1.222769906534874,0.005025357879223345,0.8856712853185442,0.02071356863604497,0.1268566628772078,0.010750306308152333,0.007468383683663267,0.8665036641751029,0.015875934091844467,0.06769638159112112,0.011172194705636438,0.015384052056122512,0.042090817087513416,0.00914837506216151,0.12267158210333469,0.007070011870870705,0.004365538190021607,0.004429855868960594,0.040735124349041404,0.0
