component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Euphausia frigida,Euphausia frigida calyptopis,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Tomopteris carpenteri,Tomopteris sp.
component_1,0.32657902653331344,0.0021406781032928266,0.006949324922883884,0.0,0.0,0.2064745374337295,0.15175559434514624,0.3965686806401519,1.5778100975225589,0.0,0.0,0.011816071631705003,0.0,0.0,0.0,0.0,0.0,35.2502098980117,2.6688709532134265,0.0,0.0,0.10205299983243384,0.0039011281656406195,0.010892020071488316,0.0,4.854337734257286,0.0,0.0,0.001245387644597489,0.0,0.012849456113783674,0.00036921626687446676,0.006404223254678531,0.0,0.010292855559362275,0.0,0.0007974116061717372,0.010883076210628874,0.005597704442018683,0.2192807555937041,0.0,0.007576092543292033,0.03975215365341612,0.0,1.2464020398156313e-05,0.0
component_2,8.16314117928315,0.003949654396283312,0.0,0.2731116334619403,0.006309174943937224,0.2392985604403307,0.0,0.2562581708369158,0.0,0.0004041093424602758,0.003553822699533851,0.0,0.012257845356086237,0.05206174867600433,0.025312285994228106,0.027128306920368255,0.009749237575566888,0.0,1.459339557457308,0.0032085283556827337,0.02360637236284967,0.021100734260340957,0.0,0.01250744475974451,0.05807809078406196,28.651599298136926,0.14208996620835157,0.0019293633916617312,0.005353886649250546,0.0007860189124975437,0.0,0.0008450737415626387,0.0,0.12348738631762607,0.020057431611157587,4.443689258164938,0.00198362953521279,0.0,0.20369817422302752,0.0,0.002832804987599456,0.09653704296490058,0.010858475032862146,0.004626453824751858,0.002365182614889088,0.0032319560652416973
