component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Euphausia frigida,Euphausia frigida calyptopis,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Tomopteris carpenteri,Tomopteris sp.
component_1,0.007117272323014939,4.665268672878473e-05,0.0001514495234501352,0.0,0.0,0.004499785323888494,0.003307272677491477,0.008642585915133129,0.03438587057250995,0.0,0.0,0.00025751255518093524,0.0,0.0,0.0,0.0,0.0,0.7682224604279472,0.05816381281627337,0.0,0.0,0.002224083398429561,8.501890588805385e-05,0.00023737431585680604,0.0,0.10579259779584196,0.0,0.0,2.7141250031910134e-05,0.0,0.0002800335322669558,8.046483405034228e-06,0.00013956989646511365,0.0,0.0002243164748669701,0.0,1.737832222388005e-05,0.00023717939858354596,0.00012199309710886576,0.004778876553475404,0.0,0.0001651089304397565,0.000866335189926335,0.0,2.716335716808272e-07,0.0
component_2,0.1839939858243254,8.902365389012578e-05,0.0,0.006155828609602389,0.00014220631736028795,0.005393695266373693,0.0,0.005775958202461904,0.0,9.108465356058297e-06,8.010176340691663e-05,0.0,0.000276287004616348,0.0011734513023237364,0.0005705289530239707,0.0006114613491693295,0.00021974397365921318,0.0,0.03289293863116264,7.231896494582945e-05,0.0005320783319192,0.000475602236334343,0.0,0.0002819128768302221,0.0013090572829422729,0.6457957591722794,0.003202651853512858,4.348709066018563e-05,0.00012067449559089405,1.7716556588627426e-05,0.0,1.9047629167579837e-05,0.0,0.0027833570323726213,0.00045208660569310205,0.10015900502241538,4.4710228154440155e-05,0.0,0.004591276587932778,0.0,6.385030826787976e-05,0.0021759069118985896,0.00024474574889634277,0.00010427844634227452,5.331028423473368e-05,7.284701628854393e-05
