component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia longirostris,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,34.841990434569425,0.0343440200323859,1.4283260111150773,0.008430418607254768,0.010289682641863068,0.37324908626107145,0.0,0.0005151823534068763,1.337015176066105,17.684215985267134,0.00021704625580738472,0.002045359055703082,0.0,0.005202401632892435,0.008422186816630274,0.00133317871207372,0.0019387548040366131,0.0016772973832317765,0.013449862017865485,0.05239049022518888,0.0011575277595407421,0.10638740110852926,0.0,0.016275933641186742,0.0,0.049307617744339984,0.3442251134917104,0.01563073170052726,0.0562643302582152,0.15102648817474976,0.0,0.0006121825221398745,11.065791980736671,0.11827733737175541,0.09226137407919224,0.004839547030643801,0.03797341588166795,0.0,0.004084046370077073,0.6471201970349317,0.03841418315333764,0.0004101075406451675,0.013781152187475014,0.0,0.052842696874219455,0.01176936034217947,0.003969056197952969,0.0065021549431408775
component_2,3.302905270767282,0.0,0.0,0.0,0.0,0.0,0.0028557171383443757,0.0,1.387182984589393,0.0,0.0,0.0,0.00027171900020147265,0.0,0.0041172505956677125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6010106896735126,0.3537971270694167,0.0033933847098445878,0.0,0.0,0.0,0.0,0.0,0.002205200818832571,0.0013380664177939006,31.06214305297648,0.0,0.0,0.0,0.0,0.0003138533442331174,0.006998911098510056,0.3862570141027669,0.0,0.0002013629203760743,0.0,0.004340921562707586,0.0,0.0,0.0010409494297539635,0.0
