component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia longirostris,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.5075753504681213,0.0005003209571840834,0.02080773993196317,0.00012281366896090733,0.00014989927980599692,0.005437463055580757,0.0,7.5051356229648275e-06,0.019477530936338906,0.25762225448434956,3.161912622819657e-06,2.9796628337903024e-05,0.0,7.578817395780439e-05,0.00012269374888862976,1.94216416334832e-05,2.8243626063173238e-05,2.4434735114571324e-05,0.0001959365220619696,0.0007632205022036524,1.6862772502300415e-05,0.0015498432130179665,0.0,0.00023710650910243664,0.0,0.0007183094606587107,0.0050146441245541,0.00022770725845491847,0.0008196542962520512,0.0022001418894028093,0.0,8.918226380009199e-06,0.16120557903767052,0.0017230548605323063,0.0013440563727511155,7.050213692007575e-05,0.0005531937077706601,0.0,5.949606327780815e-05,0.009427195654101106,0.0005596147703908554,5.974414092774049e-06,0.0002007627309509819,0.0,0.0007698082127650436,0.0001714551070693208,5.7820895579628305e-05,9.472287699121353e-05
component_2,0.08664409525861812,0.0,0.0,0.0,0.0,0.0,7.491314690623837e-05,0.0,0.03638954338825967,0.0,0.0,0.0,7.127920726459027e-06,0.0,0.00010800656499959624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04199881962521825,0.009281050913369603,8.901761447751454e-05,0.0,0.0,0.0,0.0,0.0,5.7848352934120316e-05,3.510108364045216e-05,0.8148436182651108,0.0,0.0,0.0,0.0,8.233217978017544e-06,0.0001836002761850423,0.010132561118368074,0.0,5.2822913842046435e-06,0.0,0.00011387405649149967,0.0,0.0,2.7306905332484614e-05,0.0
