component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Vibilia antarctica
component_1,0.587219251423859,0.0,0.02466526969730872,0.0004120134155422794,6.404927896415753e-05,0.00013092694119646103,0.041466474121252005,0.0,0.024031187931913608,0.03308603553294206,6.398175161595179e-07,0.00013050972452706663,0.0001529015301470559,0.0006248971306658535,0.0,0.000419409288361397,0.0,0.0,1.076081332890775e-05,2.9375533837783785e-05,0.0034801623177998803,0.043095209240583396,0.0060459926636659235,0.0003338646862445714,0.00018873955858405555,0.0019633919075452513,0.007290577629399742,0.009396247876546674,0.005846313103375777,0.002755525702515672,0.17282215409372143,0.0021771881230847334,0.00715919466024026,4.366482753760929e-05,8.057124835828687e-05,0.0007685257535329323,0.0,0.009775654684164487,5.399587490167875e-05,0.0006405043974091054,0.0,0.0,0.0004236444281303041,0.007879384794864407,0.0010196984813058434,0.002578953370483804,0.0,0.0003695701807637064,0.0009794458474303197,0.0003881223664474306
component_2,0.033845372741040027,0.004784533361761172,0.017767585468988777,6.141118503705662e-06,0.0,0.002055383208435771,0.004893634204001192,0.021713457195282514,0.012650648240936613,0.35924825790609444,2.0862782403443495e-06,0.0,0.0,0.00043151143669846535,0.0006961823025020786,0.0,0.000649198093911599,0.00030990243595069625,0.0,0.00039127279916372875,0.0,0.055474457326276996,0.014954623676415285,0.0,0.0001748777972374671,7.466592556422997e-05,0.0,0.0038279280434701203,0.0,0.0,0.43077862828988134,0.0,0.0032878335153881315,0.00010745619266850125,0.0,0.0,0.008617369418473238,0.011996258280679479,4.8482423786883116e-05,0.0,0.004892037185826556,0.003376469446122503,0.0,0.0014297924017107387,0.0,0.0,4.009141111510548e-05,0.000286056462893484,0.0,0.0011878054109787496
