component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Vibilia antarctica
component_1,27.288839533270096,0.0,1.1462270441281028,0.01914679730786321,0.0029764529886179606,0.006084344612730026,1.9270007847351147,0.0,1.1167604428460713,1.5375509441512223,2.9733149052447988e-05,0.006064956013473269,0.007105532235970113,0.029039779404699078,0.0,0.019490493101350908,0.0,0.0,0.0005000689392726991,0.0013651191223034503,0.16172765250781013,2.0026902162479012,0.28096511348708836,0.015515124592155871,0.008770971856409501,0.09124136610986203,0.33880258957983944,0.43665581449548146,0.2716857455753259,0.12805285001031952,8.031269443946611,0.10117675328344458,0.3326970527567461,0.002029161116622954,0.0037442503155563404,0.03571438762352123,0.0,0.45428734048140235,0.002509258274618224,0.02976506931417809,0.0,0.0,0.019687305534312603,0.36616522153620723,0.047386709753132895,0.11984730493810092,0.0,0.017174405189694437,0.04551611769751282,0.01803654929836766
component_2,1.500987255280434,0.21218627590292244,0.7879635290209094,0.00027234862141293104,0.0,0.09115290365346108,0.21702472088018993,0.9629565248863851,0.5610356820699681,15.932076172554403,9.252304808948404e-05,0.0,0.0,0.01913683066656761,0.030874553263238704,0.0,0.028790879999146292,0.0137436691952373,0.0,0.01735231251185242,0.0,2.460201992084233,0.663213246831703,0.0,0.007755545991274198,0.003311312406961037,0.0,0.16976238528501017,0.0,0.0,19.104331805046336,0.0,0.14581007104990168,0.004765507442640826,0.0,0.0,0.3821663235957682,0.5320145512393302,0.0021501166722556336,0.0,0.2169538957205759,0.1497409304737333,0.0,0.06340896846032709,0.0,0.0,0.0017779889023651658,0.012686139058917212,0.0,0.052677238843653384
