component,Acartia sp.,Amphipoda indet,Calanoida indet (small),Calanoides brevicornis,Calanus australis,Calanus simillimus,Calocalanus sp.,Calocalanus styliremis,Centropages bradyi,Centropages sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda megalopa indet,Decapoda zoea indet,Eucalanus sp.,Euphausia lucens,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Munida gregaria,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta sp.,Pisces egg,Pisces larvae,Pleuromamma gracilis,Polychaeta indet,Primno macropa,Pseudosagitta sp.,Pteropoda indet,Rhincalanus gigas nauplius,Sagittidae indet,Salpa thompsoni,Salpidae indet,Sapphirina sp.,Scolecithricella minor,Sergestidae indet,Siphonophorae nectophore,Siphonophorae sp.,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto australis,Themisto gaudichaudii,Themisto sp.,Thysanoessa gregaria,Thysanoessa sp.,Thysanoessa sp. furcilia
component_1,8.005819308286294e-05,4.433036777714337e-06,0.1166240704341856,0.006109348912431864,8.005819308286294e-05,0.00010533614205290664,0.0016253400553989377,3.043863086460119e-05,0.00016011638616572588,0.00016011638616572588,0.0022104453793212416,8.46350547277117e-05,0.0,0.0,0.024747188036312175,0.01962328784350353,0.06726802889176631,0.01286989795486789,6.785423045399126e-05,8.005819308286294e-05,0.0004460890211447257,0.00018465250297684888,7.826087305001232e-05,8.985924723805053e-05,0.01892938150131333,0.004573768324845128,0.0009021173891393629,0.0,0.11287636718478415,8.952887126737975e-05,0.0005310836909692722,0.00018736901815584976,7.832887828618555e-05,0.004395863329642502,0.002332096680537384,0.004976103006449476,3.0676548715266277e-06,0.000329568225141134,0.005157316589713598,0.029519596017126292,0.5388506134183442,0.0030038875388127165,0.0007223410975210744,0.012471685362344574,5.043945461110583e-05,0.00047691909995353185,0.0003621330662260999,2.8689169214828208e-05,2.6031128892652775e-05,1.455571316303478e-05,7.832887828618555e-05,3.856859656781476e-06,0.002778901962701833,0.0,0.0005123307788343162,0.0013819523827576557,8.133810411884415e-05,3.5745412773317484e-05,5.836246094894536e-05,1.4010184081490345e-06,3.604968604379547e-05,0.0,0.000318938417273515,1.3483873664852882e-05,0.0,0.00024475027186227164,0.000142075701727709,0.00011431240408953093,0.0,0.0005797467768716455
component_2,0.0,0.0,0.0277145558067046,0.0,0.0,0.0003560025173844211,0.0,8.909852718326324e-06,0.0,0.0,0.0020923006938906603,0.0,0.0002891204067094017,0.00023812582505040232,0.023561585871989723,0.012554198693993053,0.05929512683082298,0.00911029869753618,0.0,0.0,0.0,0.0,0.0,0.00012948860041344434,0.0,0.0,0.0018230880411729735,0.5410020621496574,0.0,0.0,0.0002592723936151859,0.0006239470852788237,0.0,0.00065613635829291,0.0,0.021085923499228273,0.00010710488687061339,0.0,0.021204723222388647,0.0560108000311335,0.20633322573618712,0.0,0.0012473868167959337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9923266390144096e-05,0.005263528809787607,0.00043770760825847306,0.0,0.0013711785722795094,0.0,2.867302990402541e-05,0.0,0.00010694636949923163,0.0,0.0006710208980061908,0.00022387466929504657,0.0,1.599806892890874e-05,1.5970044908312996e-06,0.0,0.0,0.00350379739943867,0.0026423702858867815
