component,Acartia sp.,Amphipoda indet,Calanoida indet (small),Calanoides brevicornis,Calanus australis,Calanus simillimus,Calocalanus sp.,Calocalanus styliremis,Centropages bradyi,Centropages sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda megalopa indet,Decapoda zoea indet,Eucalanus sp.,Euphausia lucens,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Munida gregaria,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta sp.,Pisces egg,Pisces larvae,Pleuromamma gracilis,Polychaeta indet,Primno macropa,Pseudosagitta sp.,Pteropoda indet,Rhincalanus gigas nauplius,Sagittidae indet,Salpa thompsoni,Salpidae indet,Sapphirina sp.,Scolecithricella minor,Sergestidae indet,Siphonophorae nectophore,Siphonophorae sp.,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto australis,Themisto gaudichaudii,Themisto sp.,Thysanoessa gregaria,Thysanoessa sp.,Thysanoessa sp. furcilia
component_1,0.006280752366475682,0.00034778209649929026,9.149430909705757,0.47929270149360553,0.006280752366475682,0.008263866545044848,0.12751172623529733,0.002387981735201648,0.012561504732951364,0.012561504732951364,0.17341460645717396,0.006639817859961931,0.0,0.0,1.941474742776296,1.5394927966154741,5.277334091375511,1.0096735752288652,0.005323322974054457,0.006280752366475682,0.034996726347715904,0.01448642044477714,0.006139748409042409,0.007049667972845115,1.48505422221107,0.3588228153019821,0.0707732176869323,0.0,8.855414830325053,0.007023749205761908,0.04166475685254889,0.0146995374098505,0.006145083578768082,0.34486575261296776,0.1829584353718149,0.39038691144622384,0.0002406646946669073,0.025855397558472416,0.40460354060178866,2.315881303367306,42.27409007222012,0.2356619983728228,0.05666934742034885,0.9784328666075436,0.003957093105818031,0.03741541808906736,0.028410185455029196,0.002250732379779684,0.0020422029038969125,0.001141929718546711,0.006145083578768082,0.00030257965466972504,0.218011354070637,0.0,0.04019354706458844,0.10841739444928603,0.0063811643787702495,0.0028043111794228276,0.004578671471376214,0.00010991316870404897,0.00282818212866636,0.0,0.025021464286325894,0.0010578414047157922,0.0,0.019201230879685963,0.01114617087249767,0.008968075281935538,0.0,0.045482489681280006
component_2,0.0,0.0,1.7156971841867206,0.0,0.0,0.022038690459259488,0.0,0.000551573307794195,0.0,0.0,0.12952595863404412,0.0,0.017898286775436575,0.014741416401206747,1.4586034435293758,0.7771801756170958,3.670723891415453,0.5639821158050635,0.0,0.0,0.0,0.0,0.0,0.00801612079454223,0.0,0.0,0.11286008119994018,33.491271559359824,0.0,0.0,0.016050515792690904,0.03862606583921569,0.0,0.040618774849472496,0.0,1.3053450982913004,0.00663043471084946,0.0,1.3126995134921065,3.467404369303067,12.773263871474338,0.0,0.07722072343842819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018524296129912917,0.32584399406659886,0.027096725497743453,0.0,0.08488417537285614,0.0,0.0017750324779348312,0.0,0.006620621535072038,0.0,0.04154021710718364,0.013859184408336228,0.0,0.0009903763930112748,9.886415381010594e-05,0.0,0.0,0.216906068208512,0.16357856466088055
