component,Calanoida indet (small),Clione limacina antarctica,Copepoda nauplius indet,Euphausia crystallorophias calyptopis,Euphausia frigida calyptopis,Euphausia superba,Euphausia superba calyptopis,Euphausiidae calyptopis indet,Fritillaria sp.,Limacina sp.,Oikopleura sp.,Oithona similis,Paralabidocera antarctica,Pisces larvae,Salpa thompsoni
component_1,1.506250714040866,0.0,1.2980952633937772,0.0,0.0,0.09876229748522444,0.0,0.0,1.76129604562424,6.6419926600331785,0.011366097611276441,5.217748382873357,0.005039837680853286,0.0,0.0
component_2,7.342895342573719,0.09198346871968903,0.4952389188078603,0.04314198319551465,0.1615390975662594,0.019248188765675762,0.021973586745031592,0.5561627544290335,0.07459286359318457,0.0,0.0,1.9597561333859845,0.0,0.15217328479990444,0.05457118517090175
