component,Calanoida indet (small),Clione limacina antarctica,Copepoda nauplius indet,Euphausia crystallorophias calyptopis,Euphausia frigida calyptopis,Euphausia superba,Euphausia superba calyptopis,Euphausiidae calyptopis indet,Fritillaria sp.,Limacina sp.,Oikopleura sp.,Oithona similis,Paralabidocera antarctica,Pisces larvae,Salpa thompsoni
component_1,0.09106411792667118,0.0,0.07847956455311401,0.0,0.0,0.005970919330405344,0.0,0.0,0.10648351519928564,0.40155811859415036,0.0006871655851120491,0.31545190294049946,0.0003046958707619593,0.0,0.0
component_2,0.6691615887595099,0.008382497801814454,0.04513136116806675,0.00393154970491898,0.014721135755194835,0.0017540967117567537,0.002002463542112323,0.050683379647918615,0.006797683581670314,0.0,0.0,0.17859352021461739,0.0,0.013867624727409782,0.0049730983850098925
