component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia superba,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pelagobia longicirrata,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0014153947236868064,0.020061233376164604,0.0001913942375857072,0.01291026659348644,3.671866506852978e-05,0.01004420676527351,2.1853787762118764e-05,0.00013520064188397954,0.23663927021518869,1.741483583184241e-05,0.002124119929635296,0.0,3.0860610823399205e-05,8.169107811385387e-05,1.8416482239989672e-05,8.103569269999362e-05,0.0010566454850709846,0.007037323731246821,0.00029324073837074937,0.00014796776234227504,1.8466210995018412e-05,0.0,0.0019516619245871858,0.0,0.0012403100077061995,0.6765309456316365,0.00010064391732053773,0.00013263131586857183,0.0007176988336004211,0.0,0.009638266365191064,0.011896976422010127,0.00021300403919733454,0.0005298711115095803,0.004511696593957406,0.0001735722739444863
component_2,0.009525991272320006,0.03847583958514654,0.0,0.0006184297028101722,0.001530319278464006,0.0011873113403352846,0.0,0.0,0.626053905460567,1.4995651179891272e-05,0.0013374207445751198,0.0003226910417341713,0.0,0.0,0.0001059238169690467,0.0003349020962580639,0.0,0.12383723643548085,0.0,0.0,0.0,0.1549698881377672,0.0,0.0033831801685205876,0.000968438909656991,0.02583543968923263,0.0,0.00019012658600872688,0.005452770036628603,0.00016544886877958636,0.0,0.004684910828827344,0.0001052967242698139,0.0008995336244688464,0.0,0.0
