component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia superba,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pelagobia longicirrata,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0757828506094811,1.074115528725275,0.01024760137348277,0.6912395448488681,0.00196598522157816,0.5377854022238766,0.0011700922050310101,0.00723889235612747,12.6701040797595,0.000932422510941323,0.11372930858811967,0.0,0.0016523341655924515,0.0043738913712380876,0.000986052511704943,0.004338800824354578,0.05657475303690335,0.3767913247736839,0.015700651342460265,0.007922467592217123,0.0009887150811990007,0.0,0.10449558811830814,0.0,0.06640849117948386,36.222717753212436,0.005388661426678438,0.007101325890508951,0.038426922595604235,0.0,0.5160506026086364,0.6369861154669759,0.01140463010887945,0.02837027905630064,0.24156457789002983,0.009293380486836944
component_2,0.3895646218887639,1.5734662641770292,0.0,0.0252906313319927,0.06258227979026115,0.048554998649427555,0.0,0.0,25.602422466143196,0.000613245909519651,0.054693710268296926,0.013196423350222952,0.0,0.0,0.004331745697318032,0.01369579341077359,0.0,5.064313498577069,0.0,0.0,0.0,6.337480704181909,0.0,0.1383548719975158,0.03960422877555402,1.0565381602973796,0.0,0.007775210943632609,0.2229905777614956,0.006766017747184653,0.0,0.19158903923394127,0.0043061007934668515,0.036786352860796914,0.0,0.0
