component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae furcilia indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,17.42317587232863,0.1051758266371425,0.03741140786466771,0.0,0.0038264169231992037,0.10150977820487041,0.052987568675006994,0.0045251929306300695,0.0004320241392407305,8.01985608307309,2.6361859595595596,0.7862118226797208,0.000772169223795959,0.0,0.0,0.0017007943281231296,0.014251262696496658,0.031776499585908564,0.0,0.023401350054627384,0.021099846449286936,0.0012338319039963549,4.060279767377357,1.9342634459131922,0.013314709177115887,0.0,0.00022941938035385043,0.5730522938100627,0.0,0.029488103377241347,0.0,0.01542342469414277,0.0,18.599433937951343,0.0,0.029622180863472392,0.0052971352619103325,0.0,0.000690035593599785,0.0026274353657882547,2.7822412284455225,0.037529750826249125,0.04268476828693427,0.009976170679014532,0.01980289894957082,0.02740338627604307,0.006506639262974766,0.03432003425947267,0.01642074186774945,0.006564512075218844,0.0020294361098920017
component_2,3.8318128627147328,0.02910438610738689,0.0,19.384374601549492,0.0057152254161043385,0.9646618877714491,0.8170431567037685,0.0,0.0,0.0,3.752928822215287,0.0,0.011589173719889748,0.10696041322780016,0.8207867654646634,0.0,0.09025756610421759,0.1756995603952356,0.030428077126055678,0.5541127914356572,0.6333180592364079,0.0,1.660614886548119,0.0,0.002145074152650535,0.004117742722229809,0.017786202960398116,0.024540955348597657,0.04670540900035917,0.15009144919342277,0.5017362696458973,0.028090918013388134,0.013160740901887657,0.7697575717819972,0.00205333440605784,0.1614811103595344,0.10178577946034707,0.09560729740944232,0.0,0.0,0.0,0.18053791626388835,0.04150440154209057,0.01798619003647858,0.0,0.0019412257249536897,0.0,0.0,0.0,0.001340065500866124,0.0036852420518670597
