component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae furcilia indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.3029341232804345,0.0018286761877448364,0.0006504664893022841,0.0,6.652933221983519e-05,0.001764935158217736,0.0009212868410987188,7.867884495687101e-05,7.511538356490426e-06,0.13944002454911233,0.04583496650181224,0.013669746030312088,1.3425589487750445e-05,0.0,0.0,2.9571453703144816e-05,0.00024778454870899363,0.0005524931914546385,0.0,0.0004068757334669337,0.00036685983843037713,2.1452448672470993e-05,0.07059547011502187,0.033630745937180934,0.00023150083434039724,0.0,3.988880061838323e-06,0.009963573546594282,0.0,0.0005127051927412775,0.0,0.00026816475204858773,0.0,0.3233855443343237,0.0,0.0005150363777124144,9.210048949877318e-05,0.0,1.1997544483921185e-05,4.568282125161687e-05,0.04837440736808549,0.0006525241004735064,0.0007421536092606018,0.00017345417049614693,0.00034431000844265154,0.0004764585318588477,0.00011312995260305981,0.00059671724406225,0.0002855049548814644,0.00011413617843510094,3.52854986489683e-05
component_2,0.10936955073933792,0.0008307121843246725,0.0,0.5532786744790289,0.00016312686932485823,0.027533870014251664,0.023320461145911183,0.0,0.0,0.0,0.1071180023524431,0.0,0.00033078408800123215,0.003052918490735109,0.023427313130335303,0.0,0.0025761773367634503,0.005014906174700806,0.00086849364631573,0.015815768992252583,0.018076486012086328,0.0,0.04739811431296025,0.0,6.122579697478841e-05,0.00011753070615024453,0.0005076628470209934,0.0007004604236566801,0.0013330895277196106,0.0042839864461624395,0.014320811680225408,0.0008017852627602493,0.00037564055746097116,0.021970811942093594,5.860731448901396e-05,0.00460907594542582,0.0029052214630712913,0.002728872087366191,0.0,0.0,0.0,0.005153004987620571,0.0011846397287647156,0.0005133709798156357,0.0,5.540745151928275e-05,0.0,0.0,0.0,3.824883078637052e-05,0.00010518605214265713
