component,Acartia sp.,Bivalvia larvae,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio sp.,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda megalopa indet,Decapoda zoea indet,Egg indet,Euphausia lucens,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus sp.,Hyperia sp.,Hyperiidea indet,Iospilidae indet,Limacina sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta sp.,Pisces larvae,Pleuromamma gracilis,Polychaeta larvae,Primno macropa,Pseudosagitta sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Sapphirina sp.,Siphonophorae nectophore,Siphonophorae sp.,Teuthida indet,Thalia sp.,Themisto australis,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura,Thysanoessa macrura furcilia,Thysanoessa sp. furcilia,Tintinnina indet,Vibilia sp.
component_1,0.009351553408092678,0.0020238783005950365,2.944412437348478,0.0,0.034073983538792575,0.022391926233503678,0.0050075508039789905,0.2117086438550324,0.0,0.015351214949306849,0.0002691063345550535,0.0,0.00175433249167512,0.03141739172889533,0.13101201462794512,0.0016615456098560371,16.288021673938747,3.6422485086553853,0.0,0.0004688037615603352,0.0,0.01261384273108461,0.014541122036089836,0.0,0.09241578075462431,0.09268479598808499,0.1000689512545448,0.0006242024994120672,0.0,16.965661773670192,0.0,0.003354302279257548,4.161013446606398e-05,0.009730173452526516,0.0,0.13140042829754625,0.008148466015998323,0.0,0.0,0.010007997116719035,0.3175476594279422,0.009966444934804688,46.895900660450344,0.0,0.0,0.04619108905846064,0.005354708483204872,0.0,0.0001882508452451154,0.008733765655049961,0.0,0.001040027011245797,0.0031380358714176693,0.624678086756873,0.0,0.000255119287253883,5.6479532610739474e-05,0.0,0.0017452552631818175,0.016327284674273277,0.0012592838677456674,0.007242761119597757,0.00032843651798956615,0.013375780008063496,0.0059033904377305425,0.011338510535110893,1.0159252686444582,0.0
component_2,0.02197114044481406,0.005405242920452047,19.06087014059186,0.050166989532905146,0.1331116508087232,0.05108614467282392,0.0,0.46456188464603393,0.0175298103912391,0.08601262791198004,0.00016970626344219386,0.018608888173372296,0.0007272154829889316,0.04773389239100963,0.40118637196361784,0.01246782750279235,0.0,2.3434570573809816,0.0012708291619807574,0.0003048149896054165,0.006077121208165548,0.03215615247281822,0.05742658455586502,0.005181566446291763,0.7470275584301368,0.3782241051125728,0.1834644483484164,0.002722314597451374,29.640983781879303,9.276458293095134,0.03847806836009837,0.020887796882570184,0.00013413569466037587,0.09974793211721905,0.021661434951306437,0.1340753472697973,0.0631959869982205,0.006694935458622758,0.04015494741665111,0.009652528212840203,0.8001173063449161,0.9174607136789662,3.0398513860377516,0.013988404430165274,0.2292909679811869,0.132509815514386,0.0,0.0013401653509964142,0.0007685643033288106,0.0,0.011217957045964922,0.03301864481534913,0.21006250480429134,3.06211986878318,0.6103303192723807,0.0008181593249789303,0.0009124009353899641,0.008902361671923391,0.0,0.06120173029992544,0.0045642449375744515,0.010145292815399568,0.005197384027544793,0.020209300103290015,0.003394435073268342,0.0,0.0,0.001900533823564864
