component,Acartia sp.,Bivalvia larvae,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio sp.,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda megalopa indet,Decapoda zoea indet,Egg indet,Euphausia lucens,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus sp.,Hyperia sp.,Hyperiidea indet,Iospilidae indet,Limacina sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta sp.,Pisces larvae,Pleuromamma gracilis,Polychaeta larvae,Primno macropa,Pseudosagitta sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Sapphirina sp.,Siphonophorae nectophore,Siphonophorae sp.,Teuthida indet,Thalia sp.,Themisto australis,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura,Thysanoessa macrura furcilia,Thysanoessa sp. furcilia,Tintinnina indet,Vibilia sp.
component_1,0.00010417356911658335,2.254541217164386e-05,0.03279989314763581,0.0,0.0003795742080865367,0.0002494395073572159,5.578265096916164e-05,0.002358372355990054,0.0,0.0001710080434509663,2.997765838370908e-06,0.0,1.9542750717419076e-05,0.00034998055252516354,0.0014594355146532476,1.8509131999278866e-05,0.1814437962952871,0.04057358282612549,0.0,5.222336752603813e-06,0.0,0.0001405145177736157,0.00016198384539496878,0.0,0.0010294847608498477,0.0010324815118486794,0.0011147388412408692,6.953433229496948e-06,0.0,0.18899250875887125,0.0,3.736594607092322e-05,4.6352472467298175e-07,0.00010839128564415187,0.0,0.0014637623292999996,9.077152753863834e-05,0.0,0.0,0.00011148615998438031,0.003537388025672726,0.00011102328083417911,0.5224066136978036,0.0,0.0,0.0005145552186482383,5.964988595280551e-05,0.0,2.0970593421865547e-06,9.729159428497082e-05,0.0,1.158559663952399e-05,3.4956801557541474e-05,0.0069587311333823305,0.0,2.841954223425259e-06,6.29165469878572e-07,0.0,1.944163304759796e-05,0.00018188117463240207,1.4028053876105456e-05,8.068223996179974e-05,3.6586867244523744e-06,0.00014900227613012283,6.576204240622835e-05,0.0001263076902160785,0.01131711027804549,0.0
component_2,0.00030238134659386017,7.439052319830782e-05,0.26232828445294865,0.0006904312449152125,0.0018319704577908656,0.0007030812650466394,0.0,0.006393607496537857,0.000241256828927561,0.0011837625960941,2.3356096873512678e-06,0.0002561078100889858,1.0008419797889946e-05,0.000656945355003945,0.005521391831897267,0.00017159047701068126,0.0,0.03225220386149797,1.7489990301399686e-05,4.195065215225762e-06,8.363735596496735e-05,0.000442554209256048,0.00079034258653548,7.131213982408849e-05,0.010281086665856047,0.0052053699490684485,0.0025249589152204497,3.7466291560835516e-05,0.4079387964791322,0.12766874606866258,0.0005295605912802501,0.0002874716569490328,1.846064025651472e-06,0.0013727969246437953,0.0002981189750337869,0.0018452334850032792,0.0008697449135991682,9.214012374196831e-05,0.0005526389084240077,0.0001328444686958783,0.01101174284208511,0.012626700318357444,0.04183644257630099,0.0001925176610161481,0.00315565374651847,0.001823687602961983,0.0,1.844424073072546e-05,1.0577489574028553e-05,0.0,0.00015438893425268722,0.0004544243985444218,0.0028910189360058227,0.04214291614402852,0.008399768972948501,1.1260049019159883e-05,1.2557064307594245e-05,0.00012252018127976357,0.0,0.0008422986357239285,6.281615348436465e-05,0.00013962622062404728,7.152983182470005e-05,0.00027813373612996305,4.671645748013861e-05,0.0,0.0,2.6156401769866567e-05
