component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Egg mass,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.04722716148831271,0.0009107476656192359,5.753582815471356e-05,0.0,0.0,0.001005283255180588,0.0026061650106162402,0.007817095545410867,0.0,0.0370734243174252,0.09993863351394101,0.007339169442346566,2.6815066935166868e-05,0.0007752889140292856,0.0,0.00028145282157350466,0.0,0.0003997712103989048,0.0004215260394138343,0.1417353151713653,0.04835821027866262,1.0971136718005974e-05,0.0005503377116513537,0.0002980280150534224,0.004306932257771933,0.0,0.0,0.0,0.01939329209549674,0.542763595865031,0.0,5.724231250610632e-06,3.074525755117479e-05,0.0,0.0003211618669163508,0.001276608440382346,0.03467498681672981,0.0,0.00015505414445650818,0.0002117328980093038,0.0,0.0,0.0,0.0,0.0,0.0,2.7233693595510075e-05
component_2,0.30975668206978185,0.008004401377658201,0.00018576800218506913,0.1383312130998822,8.361202674254976e-05,0.0008043545454925677,0.0218645795847215,0.056553824711984606,0.00023152374812463415,0.008012455131455468,0.1677345120064235,0.0,0.0,0.0012385267696061815,0.001579762015008072,0.0,0.0008061922492997505,0.0009120766367630729,0.002488385836572188,0.08726627380992753,0.0,3.18500546208821e-05,0.00027919558199572314,0.0006749817570910912,0.014195544719064345,0.004228984471977279,0.0010839322592151946,0.010210484084998516,0.006433746641488938,0.11156790979928756,3.998247223999185e-05,0.0015261219930144403,0.00018310671815510436,0.0007115450279169707,0.0001307705460544669,0.006507585419273822,0.022102937714848905,0.0001278029865100707,0.00037237009684420503,0.0005288206232078849,0.002844925434119681,0.005727263154637733,0.0008590832363077685,0.0029335699822019656,0.0003317729542950509,0.00047081205565392204,4.075659334944589e-05
