component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus laticeps,Ctenocalanus citer,Cyllopus lucasii,Decapoda (natant) indet juv,Decapoda nauplius indet,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Mysidae indet,Nauplius indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Pyrosomatidae indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vanadis longissima
component_1,46.49366967126246,0.3349261606153211,0.0,0.00525186915660814,0.045330083174954953,0.46870333152193616,0.0012046550032883364,0.0020013160734808043,0.00044207276303804996,4.821110106638823e-05,0.0017107308204355306,3.8547122253499704e-05,0.012966860560085272,0.001588690939059912,0.003703053919316058,0.004478308885464801,0.07501931798684555,0.006902717818176314,0.025574154879451427,0.011285908371327475,0.06231553153977209,0.18264722108339573,0.4381930752618304,0.00525186915660814,0.27082082522853285,0.09027252502779932,0.037141310919735736,0.0014277943096625604,0.03076408308047877,0.08371022192616279,0.35504533192333104,13.088588501778522,0.06298308550007499,0.058122164696550516,0.024114441806518037,0.006331736549325194,0.0003270354324419514,0.0035247901090274853,0.00406749513845119,0.007280315143689002,0.004797004219583411,0.004020452466322757,0.0055777372324478484,0.043408911051353236,0.4678598823294563,0.007061086710751505,0.00025538502220559675,0.0005356624832075138,0.00031720628082146363,0.039487025969836276,0.08243732195017939,0.013888476191876279,0.29663798185685886,0.014403821691238858,0.0009341233148848491
component_2,11.454612098385137,0.0,31.92149491107958,0.0006426000982465644,0.010716516590737595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028481644156182786,0.011208916237904926,0.0,0.0,0.014996686963759387,0.0,0.0024812963360839858,0.0,0.06616693924340146,0.17815801302003628,0.0,0.0006426000982465644,0.31558377791268144,0.2703759849298474,0.0,0.0,0.0,0.0,0.0,0.0,0.08850403769526724,0.006168333284722525,0.0,0.0013043800332560385,0.0,0.0009472117668306522,0.0,0.0,0.0,0.0009546769579281114,0.0,0.0,0.0,0.0,0.0,4.1827332894996214e-05,0.0,0.042896599579365195,0.11533255832893116,0.0,0.20095744951911892,0.0,0.0
