component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Cnidaria indet,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Siphonophorae nectophore,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.2778429573691749,0.0,0.1370262585024533,0.000546058643445733,0.0,0.0014614401976573443,0.0,0.0,0.000166387384743721,0.0,4.366883406627141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.5619378929367775,9.350308291642389e-05,0.0005693811380545782,0.0017491560928502656,0.0,0.0,0.004834863848269468,0.002081858903725299,8.237356181810398e-05,0.0,0.0,0.0004692298883449238,0.0,0.0,0.0,5.9345884966610045e-05,0.005210287561137171,0.0032542768238470183,0.0025710593457514306,0.0
component_2,0.3738802801310893,0.01626852272210257,0.06494875528347345,0.0005270351750116682,0.0007451314418927837,0.0004455546106393199,0.00018810637642877758,0.003538793829866316,7.816332765244695e-06,3.4817985854758847e-05,6.423871598330664e-05,0.0010481394673665424,0.0033034641463975047,0.0021688928240567416,0.059385221590152575,0.0074326404833058805,0.0003953317775696951,0.0,0.0009041882680381324,0.005473976056636207,0.008232176930272157,0.0010329844158415377,0.41665585398650806,0.004834589984798666,0.0013618880131126983,0.00028875089567231594,0.00033252656101002216,7.722006433651165e-05,0.001312920895173393,0.0003854237931301587,0.0003370760905941757,8.882404962606517e-05,1.4624508033003538e-05,0.015021584311658875,0.0023907270490652215,0.004898464240399668,0.001973456992136769
