component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Cnidaria indet,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Siphonophorae nectophore,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,14.220048052180156,0.0,7.0130263468449625,0.027947370783234084,0.0,0.07479674861242575,0.0,0.0,0.008515733595465962,0.0,0.002234978077849795,0.0,0.0,0.0,0.0,0.0,0.0,28.760073372255196,0.004785503093864083,0.029141019876141726,0.08952209523902079,0.0,0.0,0.2474491234153849,0.10654987957638712,0.004215892381703486,0.0,0.0,0.024015262517228797,0.0,0.0,0.0,0.003037332109890566,0.2666633705118596,0.1665544207000111,0.13158723830100003,0.0
component_2,12.423239322319574,0.5405680960932505,2.1581077512043523,0.017512247792675413,0.024759118683588918,0.014804823504450226,0.006250371192644021,0.11758652434239848,0.0002597199631162047,0.0011569269468909836,0.0021345146690788875,0.03482742508296404,0.10976702400300187,0.07206765387110324,1.973243466504234,0.2469706920314031,0.013136026545032915,0.0,0.030044235663707317,0.1818884766332023,0.27353757227471653,0.034323855245123956,13.844579840651004,0.16064304965585396,0.04525261592070385,0.009594572573374467,0.01104914398536072,0.002565857015515882,0.04362554368017021,0.01280680548568466,0.011200315089672761,0.0029514325433138565,0.0004859410162030647,0.4991350087752905,0.07943872908853745,0.16276545408859922,0.06557374060226981
