component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Euphausia frigida calyptopis,Euphausia superba,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.6235898431977586,0.0004933072160533059,0.06063477952607099,0.0003673697271769532,0.0,0.009889112315286613,0.027670034722826642,0.00026933184811825297,0.0006914351062090229,0.01028980906572954,0.00048732136214072624,0.0,0.0003398849108163127,0.00013240838809264148,0.002034468991551174,0.004137002930016729,0.016384003895909608,7.400634727168873e-07,3.962094815363969e-05,0.00038314579508576653,0.013837430233142439,0.001184908445188259,0.0014086247492086728,0.20309060725315747,0.00043682893953483687,0.004767247085616682,0.0008579961569214147,5.9462844180230615e-06,0.0,8.375587090525792e-05,4.0277972305132574e-05,0.0,0.008567990918000222,0.00027624675320267055,0.0001549310442423392,6.737354666325349e-05,0.00014549351096660115,0.0022750950001814594,0.00014706161011829162,0.0029109218358277706,5.9071690256234675e-05,0.00012661147842606737,0.0012265126527604812,0.0004189891093768758,7.645784911058324e-05
component_2,0.0006917107285218819,0.0,0.10812298311907384,0.0,0.0024796116599256272,0.03064411859330129,0.014697433080630271,0.0,0.005730218595034879,0.02167647565587809,0.0,0.00014718121799472953,0.0,0.00034436853000800456,0.0,0.021270596846105636,0.025283398013182738,1.523077561996457e-05,0.0,0.0,0.0,0.0,0.016129669413946987,0.7176677996623427,0.0,0.003779283155417476,0.0,0.0,0.00012087866719721682,0.0,5.561215029644582e-05,0.0015517993362939365,0.020571184157488785,0.0008856488209497663,0.00016166911118033157,0.0002687657851533294,0.0007081436757428978,0.0010199285456170566,0.0,0.0034312970399968863,0.0,0.0,0.002544993663099298,0.0,0.0
