component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Euphausia frigida calyptopis,Euphausia superba,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,40.1342104281715,0.03174922720564607,3.902451310441525,0.02364389685991728,0.0,0.6364627630467503,1.7808420201747253,0.017334183975729552,0.0445007280870956,0.6622515854202747,0.031363977953849674,0.0,0.021874975484063863,0.008521797088474727,0.1309383202872509,0.2662572970781995,1.0544736531346721,4.763044726949406e-05,0.002550002197610463,0.024659243784002194,0.8905763023884944,0.07626064695576176,0.09065901684537633,13.070901100129806,0.028114288216279214,0.30681977871238514,0.05522058879577705,0.00038270256114965643,0.0,0.0053905235695770725,0.002592288238411233,0.0,0.5514354574576227,0.017779226913449173,0.009971354086834396,0.004336158018881868,0.009363954927686734,0.14642499790107513,0.009464877708922962,0.18734678053763876,0.003801850964945306,0.008148708278691779,0.07893829162816123,0.026966117659345708,0.004920823259971535
component_2,0.025147674426503317,0.0,3.930894036169004,0.0,0.09014818500967997,1.1140904509580976,0.5343364599922024,0.0,0.2083264949909965,0.788064909261853,0.0,0.005350886142444127,0.0,0.012519782212834188,0.0,0.7733088736187663,0.9191973398907698,0.0005537265373524947,0.0,0.0,0.0,0.0,0.5864065111377489,26.09136366998343,0.0,0.13739873973199515,0.0,0.0,0.004394636720874702,0.0,0.0020218224066023693,0.05641685588392509,0.7478811885217215,0.03219844262507588,0.005877604618729767,0.0097711863981963,0.02574510683508413,0.03708028507564688,0.0,0.12474743742497339,0.0,0.0,0.0925251979160398,0.0,0.0
