component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces egg,Pisces larvae,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura furcilia
component_1,0.7672830322011669,0.0,0.0,0.05147052680322368,1.7316154352099913e-05,0.059897893836245115,0.006792509649858259,0.02726525793989883,0.00036187922565885153,3.6124406964556188e-06,0.0,0.0,0.0004644637485824346,0.0002193700469513013,0.0002808178799729446,0.0,0.035554227708876625,0.00017183606511502497,0.002201553526128376,2.183371460325418e-05,0.0010004099335835862,0.00039260193562419896,6.0361132740391955e-05,0.03515317369043657,0.0,0.0013057440723595326,0.00027726638790357485,3.31374847219633e-05,0.0,0.00011914876036088103,0.000306593791134196,1.5081079448139226e-05,0.0,0.002892848163612203,6.565641645572151e-05,0.0,0.0002764809296248367,0.0014035842343044337,0.00015155848140623856,0.0012319776613934554,0.000707859694753144,0.001265231130369596,0.0013351540784372637,0.0
component_2,0.024611939345892744,0.0037670418431089434,9.492629293654828e-07,0.09496464404266665,0.00011407931155918996,0.06302088709001516,0.003435963030328047,0.0,0.00020258293734940107,0.0,8.32836045624025e-06,0.0003561089641685641,0.0016971428401599351,0.001284021832591333,0.0004353256419087101,0.08728114455062903,0.023660969409753284,0.0018392058479156097,0.0012136727410626627,0.0,0.0007141451116742862,0.0,0.00030307120955587376,0.6569272725748428,0.00012138019448141797,0.00466724108780444,0.005134375413181909,0.0,0.0001701837986771724,0.0,0.0,0.0002615982634908704,0.002038095159295019,0.00823600359980334,0.00010338996631609074,3.071509165577679e-06,0.012343121624209518,0.0003679442644390764,0.0,4.074639609693256e-05,0.0,0.0005219823619161545,0.0,0.00015237041255444927
