component,Calanoida indet (small),Calanus simillimus,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Foraminifera indet,Fritillaria sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Vibilia antarctica
component_1,0.7986237352397387,0.0861807468941617,5.868974035353859e-05,0.0007608550111074568,0.00023972629141671205,0.0004094576237339868,0.001623682896333166,6.456757754999475e-05,0.015220759173624183,0.0008119226208934661,0.00026866847479207275,0.08647511674234021,0.0,0.00020072770100427816,0.0,0.0002471154405939474,0.00032424978626692617,0.0,0.008290829634412428,0.00019914915167703774
component_2,0.14966273155801174,0.0,0.0,0.0,0.0,0.001193852957094421,0.02369955972931851,0.0,0.03197858092197433,0.004823248732354165,0.0035818270002066,0.7456448426524547,3.453810759964978e-05,0.0004837201462629706,0.030968186815004784,0.004974003264065406,0.0,0.0004939362900918874,0.0020821893265228195,0.00037878249903800746
