component,Calanoida indet (small),Calanus simillimus,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Foraminifera indet,Fritillaria sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Vibilia antarctica
component_1,45.70104965017397,4.931672349453585,0.0033585061644176174,0.04353974356743528,0.013718278912908128,0.02343111325922693,0.0929148601364634,0.003694863973104889,0.8710042539598779,0.04646207515785004,0.015374488340523925,4.948517592655731,0.0,0.011486594030426619,0.0,0.014141121183329759,0.0185551154158907,0.0,0.47444071600210364,0.011396261927840403
component_2,5.593029644001569,0.0,0.0,0.0,0.0,0.04461534885870913,0.8856736659552733,0.0,1.1950680654280152,0.18024910316429224,0.13385606679292436,27.865412220112685,0.0012907198581878093,0.018077052912808075,1.1573087372801478,0.185882934352932,0.0,0.018458839311383646,0.07781327058802016,0.014155439525219343
