component,Calanoida indet (small),Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Turborotalita quinqueloba
component_1,4.259409570443575,1.149888977941959,0.052284588283251436,0.9029054746821613,4.6368609875899995,6.505713331189954,0.0,0.0,0.0,0.024442323798839597,0.0,0.0,0.0,0.5856783599556504,1.8178061952051043,0.01608926454194492,0.013122334621506684,0.01354705800455547,0.023652277161161327,0.053269280129,0.0,0.01852286427078401,0.0,0.23143836183032318,0.8752164423406026,0.0,28.909185991607384,0.1130862134167252,0.0002278425846495775,0.0,0.0,0.0,0.009856828777006487,9.62576685519847,0.0,0.24091203301235523,0.02591075590773917,0.0,0.0,0.0,0.015847972963836617,0.0008110073694663246,0.0,0.05118200444612644
component_2,21.341232821152772,0.7920730651460686,0.2290868326015682,0.2743404295921012,0.9514012021979141,4.322212693652106,0.011133739704492664,0.005316808632816011,0.03322181268990634,0.007940179271606874,0.3378875467976697,0.004877129652793747,0.454132165347088,0.9690613652159252,0.8905560027373864,0.0,0.0007147715583571008,0.006124926007783328,0.0014066503637694206,0.0786603704625528,0.6179594355199982,0.0,4.0015125022392155,0.0,0.0,0.08998399329160141,4.34627307781957,0.22904601666850635,0.005982846474375421,0.014252377117607618,0.022458285167812227,0.016734256946029646,0.011666878904818961,0.0,0.2366059984099081,0.10342170652623782,0.004470852620099396,0.20894971265560164,0.021734049176402225,0.1450649893665041,0.05803257228560984,0.018430024359315483,0.005629285151609423,0.0
