component,Calanoida indet (small),Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Turborotalita quinqueloba
component_1,0.07078648884961132,0.019109832470724997,0.0008689097313394706,0.015005250671206496,0.0770592973431892,0.10811747416182078,0.0,0.0,0.0,0.00040620331349468393,0.0,0.0,0.0,0.00973330082745291,0.03020984853406341,0.00026738507444782435,0.00021807811106303577,0.00022513652526836919,0.00039307364690973,0.0008852741774455831,0.0,0.0003078287033642015,0.0,0.003846239425472387,0.014545090795362916,0.0,0.4804374263621579,0.0018793628207569026,3.7864817437794207e-06,0.0,0.0,0.0,0.00016380915917495016,0.1599691757497522,0.0,0.004003680946040215,0.0004306069664855387,0.0,0.0,0.0,0.0002633750858987565,1.3478009842970345e-05,0.0,0.0008505860559094315
component_2,0.5221787923075654,0.01938049971355799,0.005605312803807865,0.006712581011887579,0.023278951826590743,0.105756205528607,0.00027242112962641535,0.00013009204923074993,0.0008128736598332272,0.00019428086734725385,0.008267456364924408,0.00011933395288668659,0.011111737903628413,0.023711061942907896,0.021790187187815058,0.0,1.7489080984523295e-05,0.0001498651222504556,3.441802047274781e-05,0.001924667501396145,0.01512027512370615,0.0,0.09790929058942859,0.0,0.0,0.0022017347047283836,0.10634491670814905,0.005604314116674289,0.00014638871018990082,0.0003487281701649287,0.0005495109080391747,0.0004094549811377879,0.0002854660172433234,0.0,0.005789292283993639,0.002530529621453293,0.00010939313774950476,0.005112596330394245,0.0005317902506381033,0.0035494604078556325,0.0014199450783633015,0.00045094713800261757,0.00013773774676731812,0.0
