component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Tomopteris sp.
component_1,0.015017917434479482,0.0004940243061252072,0.016168926647206344,0.0,0.0,0.0026348578569928027,0.00035532964346387185,3.231518755549823e-05,0.048335669859871595,0.09136216862386705,0.0,5.02073983586204e-05,0.0006074461103495649,0.000357568322864114,0.0,0.0,0.0,0.0,0.0,0.10660090926878302,0.0,1.2287616814858517e-05,0.0,0.0,0.6353432540249306,0.0,0.0,0.0,0.0,0.0,0.0014144265296119239,0.08038581589387551,0.0,0.0,0.0,0.0,0.0003876306602324757,0.0,0.0,0.0,3.6867917034963555e-05,9.775698010594888e-05,0.0003046197174766147,0.0
component_2,0.5611688413050958,1.5169620587068425e-05,0.04742706729657473,0.0002475344506038336,0.00200453671673521,0.01293706638821935,0.0,0.0,0.052174557179357074,0.03862465256696735,0.0005699819178006127,0.00036214527390935426,0.0,0.00032069195861588454,0.0004475690803518885,0.00013053643723504607,0.0033744196706892615,0.012748246850227473,0.038051532920438155,0.0,0.0015384654627562592,0.008829266892934659,0.004968609774859401,0.02201321230670185,0.11859396226214926,0.008303782957940278,0.0010335668075315506,0.00019567507349012786,0.00017087101920696478,9.027295934688415e-05,0.006008115615202957,0.03933269987630164,0.0010482051325441525,0.0004589174585042441,0.0015291441166934252,0.00022601713606441065,0.0015623093038697826,0.0009771731190433169,0.0010551769015795126,0.006802203053158413,7.471713100791111e-05,0.004022748151015575,0.00025913217128114224,0.0003012056834081959
