component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Tomopteris sp.
component_1,0.616008731056823,0.02026401378587444,0.6632211177049695,0.0,0.0,0.10807726517891143,0.014575001076681547,0.0013255125264054733,1.982644716557068,3.7475165119349634,0.0,0.0020594197489427154,0.024916378003433052,0.014666827793841415,0.0,0.0,0.0,0.0,0.0,4.372583025220404,0.0,0.000504016570530295,0.0,0.0,26.06067008990553,0.0,0.0,0.0,0.0,0.0,0.058017304694919974,3.2972857028808096,0.0,0.0,0.0,0.0,0.015899932342170454,0.0,0.0,0.0,0.0015122575342753097,0.004009820504722986,0.012494968522522123,0.0
component_2,24.573866260004152,0.0006642853274865888,2.0768551691853547,0.010839658292031,0.0877796726485348,0.5665206544282351,0.0,0.0,2.2847501427888304,1.691392993795507,0.024959795319494243,0.015858523981916298,0.0,0.014043262422335728,0.019599275499868146,0.005716256346683801,0.147767537306231,0.5582521517382123,1.6662957957542988,0.0,0.06737017764472307,0.38663804514922645,0.2175779250707937,0.9639696564761079,5.193289351376486,0.36362683891350456,0.045260411180333186,0.00856871004309487,0.007482528010530907,0.003953098366484409,0.26309840948986296,1.7223987421632732,0.04590143080696384,0.020096226696116624,0.0669619912048299,0.009897404248601771,0.06841431145886324,0.04279090315206268,0.04620672808518074,0.2978718984342669,0.0032719008069825705,0.1761581680672655,0.011347528323058114,0.013189948614417028
