component,Amphipoda indet,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eucalanus sp.,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Stephos longipes,Themisto gaudichaudii,Themisto sp.,Thysanoessa sp.,Tintinnina indet
component_1,0.0010224503044404185,1.5507278599841576,0.0032609978277041906,0.005640854771549674,0.08913010425556207,0.3032824953345619,1.5163788640456066,4.1091696437721135,2.4722661505830343,0.0,0.0,0.0026546414309406713,0.06416081798851136,0.01277280480012838,4.531765182848272,19.990960518804588,0.0,0.027803483555907085,0.003691888105408975,0.01315763306826907,0.10186545318019438,0.0,0.0,0.0026546414309406713,17.329193887410597,0.027030222703880304,0.01684952117367804,0.0,0.9594300775137372,0.02017173806982371,3.2265404997141953,0.010118163369187711,0.056669756244101276,0.0,0.0,0.0
component_2,0.0,0.17767063346942236,0.5317177697395121,0.07254290299353686,0.020818551151129377,0.11031291847955176,1.769984348498711,2.860748579623707,0.17483181125195263,0.04297697121076609,0.04297697121076609,0.005614267834867082,0.00830557785413534,0.010220874118196931,20.729562502159784,0.04726997724309581,0.10759773139530794,0.036594181777749514,0.06602823874457736,0.009936953293854455,0.0,0.26455405204071397,0.48356857780531476,0.005614267834867082,3.4639177459729864,0.0,0.07596519203843181,0.035720021923836366,2.1768714502600743,0.0449732016991016,0.39386191777556206,0.004606606283329847,0.03369372543769845,0.002263171765743022,0.42330682581943535,0.13249585883225642
