component,Amphipoda indet,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eucalanus sp.,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Stephos longipes,Themisto gaudichaudii,Themisto sp.,Thysanoessa sp.,Tintinnina indet
component_1,1.8113017223692447e-05,0.027471614331931158,5.776956548705459e-05,9.992945299120981e-05,0.0015789668275506652,0.005372741381935262,0.026863111451791644,0.07279518643544566,0.043796944626634235,0.0,0.0,4.702777802748254e-05,0.0011366283488449239,0.00022627411066810307,0.08028159457156657,0.354145928288844,0.0,0.0004925471432104615,6.540291743354344e-05,0.000233091460145847,0.0018045773960250376,0.0,0.0,4.702777802748254e-05,0.3069919251744573,0.00047884859270845575,0.00029849437757939034,0.0,0.016996594791417154,0.000357348457429914,0.05715914347176967,0.00017924633264062054,0.0010039219182135558,0.0,0.0,0.0
component_2,0.0,0.005169784690671873,0.01547169800703508,0.0021108226046676736,0.0006057693661659678,0.0032098384859818173,0.051502253405159855,0.0832408480906624,0.005087181846561792,0.0012505256692018408,0.0012505256692018408,0.00016336158280778898,0.00024167217957762275,0.0002974026574325956,0.6031800122243341,0.0013754417368125292,0.0031308331245085636,0.001064801971085628,0.0019212616691237899,0.0002891412497796461,0.0,0.0076978815316188776,0.014070673254272687,0.00016336158280778898,0.10079160851283697,0.0,0.0022104029189034357,0.0010393660386430394,0.0633416816125218,0.0013086111367668872,0.011460426931528883,0.00013404107462480658,0.000980405723433712,6.585281156726854e-05,0.012317202369601802,0.003855308270099162
