component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris calyptopis,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Tomopteris sp.
component_1,0.0,0.14530823238871174,0.32462430257875374,0.0010280849807620528,0.06530853139187744,0.56086701762713,0.2904450803989588,0.010689127033242762,0.022584645246370084,0.12341006910531782,0.5213660635957039,0.0,0.0,0.003011184175280186,0.0,0.10709986547171049,7.188563402722666e-05,0.0,0.0057985558933929,0.0038441523291345638,0.0,0.08067907517738622,0.020820841867144817,0.0,15.161142372096919,11.89567817220607,0.053341037937653685,0.008647627116283344,0.03295483624755197,0.0,0.0,0.0,0.43229474317303856,16.50737614195647,0.10981476807264551,0.0,0.060134647427046765,0.0062745602664778626,0.0,0.24464567420070385,0.010462372540956725,0.0,0.008022380737154446,0.0,0.000966090681518111,0.1436341760368421,0.03282414222256325,0.05341171577209966,0.0,0.004900893534916546,0.0,0.0,0.023699440976953326
component_2,19.27331309136929,0.11145917911254997,0.8776523456816526,0.007981224488918597,0.058159275578894616,0.9448620446090317,0.13842664884600964,0.0012563261373144286,0.0,0.0,0.1970769723123616,0.024568440394510217,0.004536621369421386,0.0,0.15406734504370506,0.19706300686551276,0.029649110733668594,0.00785297542559485,0.0026739481846271475,0.0,0.017485792097088428,0.3459253331948067,0.02635699658240523,0.01341263310736151,1.6236700028467883,0.0,0.05151066689232592,0.006077245197415791,0.06847085959938848,0.3740207608249429,0.6196714873520963,0.08172761067311159,0.1251523940761026,10.618743268302987,0.31353851074442834,0.01114382581147715,0.008338101803153784,0.024483694526651324,0.0050597355190009,0.2715703749895965,0.0022848329304018533,0.0432504338710606,0.0,0.06660583839722695,7.118323917698608e-05,0.0,0.0033294293977465033,0.022750629429301335,0.38397976139216405,0.0,0.004536621369421386,0.005208773796735492,0.004532137046681633
