component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris calyptopis,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Tomopteris sp.
component_1,0.0,0.0030865957699085776,0.006895576270370643,2.183828610782282e-05,0.001387265080713832,0.011913776223346483,0.00616955104203598,0.00022705536873205814,0.0004797365526810108,0.002621441270069367,0.01107470829432098,0.0,0.0,6.396271006154981e-05,0.0,0.002274984605403816,1.5269740073093807e-06,0.0,0.00012317126014062894,8.165638052942628e-05,0.0,0.001713761760562176,0.0004422703474993002,0.0,0.3220486351214566,0.25268458175379627,0.0011330550193499227,0.00018369041339285074,0.0007000171737525434,0.0,0.0,0.0,0.009182680868776933,0.3506449465007104,0.0023326537872939593,0.0,0.0012773629224030495,0.00013328240842362305,0.0,0.005196693199696414,0.0002222387148839433,0.0,0.00017040910924893057,0.0,2.0521420995232943e-05,0.0030510359453251577,0.0006972410087820455,0.0011345563376251575,0.0,0.00010410337394497721,0.0,0.0,0.0005034167236511292
component_2,0.5184690493882081,0.0029983498097144335,0.02360961891718893,0.00021470194844583012,0.0015645355927933,0.025417618846798867,0.0037237984303448556,3.379627649107496e-05,0.0,0.0,0.005301543642584856,0.000660912624410004,0.00012203909922946362,0.0,0.004144546894863925,0.005301167959799147,0.0007975871187489098,0.00021125193600473262,7.193155462294558e-05,0.0,0.0004703831647106392,0.009305695279818046,0.0007090263567049762,0.0003608116105414482,0.04367814910209169,0.0,0.0013856821798311513,0.00016348323329081366,0.0018419262593303454,0.010061486958524027,0.01666970725050328,0.0021985445062599404,0.003366709318614889,0.2856535200727828,0.008434461311431381,0.00029977870164998453,0.00022430226163446356,0.0006586328861345928,0.00013611132929018237,0.007305481600146205,6.14640125348662e-05,0.0011634746568195357,0.0,0.0017917555509944468,1.9148916521774507e-06,0.0,8.956457494730316e-05,0.0006120119129116079,0.010329392820503512,0.0,0.00012203909922946362,0.00014012058985753717,0.0001219184670093047
