component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.06431919287688524,0.00884198458238496,0.006971559040400464,0.06153248709435424,1.5538743272546903e-05,0.001061854899306062,0.0,0.0,0.013549762364364762,0.01912647485902987,0.0021055749663935783,7.03224023920998e-05,0.0,0.0,0.0,0.00015259720629636557,0.000687398282152923,0.00016181730447084177,0.4710238272765314,0.03339950793983505,0.0,0.0007914877731827583,7.944596452666522e-05,0.0015726254090893705,0.009403770049415632,0.0,0.0025396107403090765,0.0005836191724451132,0.004062489960389219,0.12170171360309615,0.16787131096880614,0.0,0.005311155715360816,0.0,0.0012666345030739224,0.0001118859492769094,0.0002717954640412033,0.0,0.0,0.0001772185776173034,0.0008835215077220945,0.00031693406866326767,0.0,0.0,3.488073491330161e-05,0.0
component_2,0.05608247490453718,0.02099368905769258,0.0020858724086903068,0.10184345304901625,9.119413625894566e-05,0.003900811427751654,0.026474851413877114,0.004573367339306611,0.0023986986290648825,0.4033390651894578,0.006534805314044306,4.664980972102704e-05,5.803795476872235e-05,0.000376961450784287,0.00032084951101160836,7.213477077293666e-05,0.001664424202823456,0.0,0.08610709179761487,0.010559271516562475,0.0001854930322154618,0.00028514034303726734,5.096096151428159e-05,0.0008064291018564578,0.006244964300805369,0.0010260562895191806,0.003992023126747692,0.00039426713512206687,0.003018142402713546,0.0,0.19410666004842053,0.0005288587786340009,0.013428879773998766,0.0010848941074453177,0.0,0.0004777228840808984,0.0013779635163892732,0.0423982632680098,0.0019500592034772657,0.00013926115753881666,0.00012904529274150318,0.0,0.00019827580298374247,0.0005938878656525193,1.0097685704549907e-06,5.803795476872235e-05
