component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,2.121773276714297,0.29168100159363736,0.22997906235035456,2.029844917620034,0.0005125948998228582,0.03502866327020456,0.0,0.0,0.44698203451601715,0.6309476443729074,0.06945909138449448,0.0023198082481462345,0.0,0.0,0.0,0.005033904499402458,0.022676020022874648,0.0053380587812002995,15.538220004159868,1.1017890653229354,0.0,0.026109743155511574,0.0026207779814359103,0.05187805409303984,0.3102132831394232,0.0,0.0837771427318532,0.019252535805951817,0.13401416046020803,4.0147183461654645,5.537769452772669,0.0,0.17520537434123828,0.0,0.04178397022379875,0.00369091412061037,0.00896603838668558,0.0,0.0,0.005846118791407353,0.029145768792144807,0.010455078916447692,0.0,0.0,0.0011506520511359805,0.0
component_2,1.8393808999976538,0.6885464797860661,0.06841199278219892,3.34023957835379,0.0029909655861659838,0.12793797076381327,0.8683164589981697,0.1499963143016199,0.078671999598141,13.228627552461607,0.21432713339267814,0.0015300103844461414,0.001903516306265561,0.012363500251875076,0.010523152969495535,0.0023658606331354026,0.054589425544763245,0.0,2.824121800553133,0.34632070675402654,0.0060837604103696,0.009351971390247918,0.001671406609898052,0.0264490875212254,0.20482099043634194,0.03365237259012898,0.13092951236883746,0.012931088349341965,0.09898838270732582,0.0,6.366268315782145,0.0173453960059949,0.44043749864291015,0.03558212263548799,0.0,0.01566825198006923,0.0451941498169329,1.390569082070593,0.06395762060868918,0.004567457369249235,0.004232399641908878,0.0,0.006503006965380701,0.01947820595794071,3.3118171497859164e-05,0.001903516306265561
