component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clio pyramidata,Cnidaria indet,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperia spinigera,Hyperiella antarctica,Hyperiidea indet,Limacina sp.,Metridia sp.,Nauplius indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.8863544582260363,0.0,0.04181665440766995,3.708510016321417e-05,5.0927998598946394e-05,2.6048359947612557e-05,4.0210510139435824e-05,6.035918608730421e-06,0.0001715485182215014,5.40886062173272e-05,0.0,5.327533727634685e-05,8.137978679613558e-05,6.817245509209137e-05,0.0023270735545905677,0.003205647299130499,0.0019099985569022778,9.383316565400548e-06,0.0,0.0,0.0029378746223697157,0.04867326426922032,9.448008822339577e-05,0.0,3.787717471819107e-05,0.0,0.0,0.001579198634390182,0.0005965617209573068,7.830572807640046e-05,1.939217405794231e-06,2.0605211688187243e-05,6.497209261098381e-05,1.1107212432853125e-05,0.00011487122373841403,0.00020974657758754712,0.0,0.0,0.0003644592762652587,3.049567668160136e-06,1.1736157151066968e-05,0.0015803096677833488,0.0013200974088885546,0.006081520278259459,6.035918608730421e-06,0.0
component_2,0.296759011818297,0.0033549617988646125,0.0,0.00017696641680963187,0.0,0.0,0.0,0.0,0.001518978405279174,2.0025183906201915e-05,6.789402966342517e-06,0.0,0.0,0.00019517709736682182,0.0,0.00048183312163071595,0.0074102709724111595,0.0,9.813784365932101e-06,1.7386342004052224e-05,0.0,0.0,0.0,0.001737478930307906,0.0,0.009605387659426385,0.6590469269770385,0.0,0.0,0.0,0.00022001840767691457,6.171832925537556e-05,5.139832455840777e-05,0.0,0.00013166290333248008,0.0,0.004529856190990113,0.01421670014729171,0.0003984597087886836,0.0,4.28511070305521e-06,0.0,0.0,0.0,0.0,4.489296672861362e-05
