component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clio pyramidata,Cnidaria indet,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperia spinigera,Hyperiella antarctica,Hyperiidea indet,Limacina sp.,Metridia sp.,Nauplius indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,56.22248915180458,0.0,2.6524787876685205,0.0023523508256424637,0.0032304218951896896,0.0016522776198452575,0.0025505991977832765,0.0003828653033231318,0.010881521061021046,0.0034309028945104032,0.0,0.0033793163043066604,0.005162014065432838,0.00432425772928143,0.14760896892228925,0.20333791839958726,0.1211534190963765,0.000595194629992649,0.0,0.0,0.1863527875925918,3.087401487025964,0.005992981347251008,0.0,0.0024025930314116287,0.0,0.0,0.10017039714364981,0.03784060042077512,0.004967022962924903,0.00012300680449948477,0.0013070124258508689,0.004121255033005686,0.000704543340102004,0.007286414673666036,0.013304468177037943,0.0,0.0,0.023118073718621193,0.00019343760676059386,0.0007444380315188377,0.10024087127768827,0.0837353065263591,0.38575787000072465,0.0003828653033231318,0.0
component_2,19.59296762521754,0.2215051785832341,0.0,0.011683881995889872,0.0,0.0,0.0,0.0,0.1002877538096872,0.0013221259147589953,0.0004482578362120799,0.0,0.0,0.012886208666288234,0.0,0.03181214513090671,0.4892495037200058,0.0,0.0006479370523052753,0.0011479012344701167,0.0,0.0,0.0,0.11471384886489734,0.0,0.6341780432738376,43.512360499658726,0.0,0.0,0.0,0.01452631046367406,0.004074839107913934,0.003393479789856938,0.0,0.008692800891300098,0.0,0.2990754186474493,0.9386314640172211,0.02630756898136071,0.0,0.0002829165482153603,0.0,0.0,0.0,0.0,0.002963975511052915
