component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.31454937678274175,0.006778056611830963,0.0012295319743862421,0.0,0.00015267939406798676,0.00044158509624271116,0.005752505398171856,0.0007799351722548878,0.01958295748567804,0.229835293926652,5.456736166390234e-06,0.0004630744365242986,0.0005271075281671229,0.0007330758703600625,3.499249992436146e-05,0.0,0.0,0.0,0.0020028784206836668,0.010299959879725479,0.01259666490157688,0.00013978485417043342,7.4046479096210855e-06,0.00043700322931762754,0.0,1.4280602877403311e-06,0.0008081378187937249,3.921848977851509e-05,0.0019226931159819346,4.7305577452600536e-05,0.376475218879269,0.0012242707600660248,0.0005804040123825817,1.0729054099866375e-05,0.00025794594533418803,0.0006115911096043762,0.008073793106510685,4.8489702503220436e-06,0.0020313350450274787,0.00013608661545613107,8.217666231187321e-05,0.00038820422321660244,0.0008246851847298346,2.3855722844483633e-06,0.00012821695061013383
component_2,0.40625887444437464,0.0,6.581974554703565e-05,0.39751178615820415,0.0014194288389199551,0.0,0.03768881531652871,0.0030016774926558075,0.0,0.01690526577424477,0.0,0.0,0.0007960808453036906,7.417984566334768e-05,0.0,0.0037881388456643852,0.0006375807411435516,0.00042892864307343274,0.005133580581991478,0.013989356551925538,0.0,0.0,0.00010452924833457552,0.004131923996198963,0.03829181162252172,0.0,0.011074482881498166,1.6046116864850305e-05,0.0,0.0,0.0,0.05369699997864491,0.002911463071986295,0.0,0.0010879119514318309,0.00015049960126900557,0.0,1.341643827049842e-05,0.0,0.0,4.0388259067395574e-05,0.0007810130086716292,0.0,0.0,0.0
