component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,21.594035777751717,0.4653183499409653,0.08440823414228095,0.0,0.01048154770405653,0.030315127197893803,0.3949135383778909,0.05354309770459877,1.344383794064869,15.7783544536163,0.00037460877275293186,0.03179038551068134,0.03618630225366777,0.050326173697350686,0.0024022597121263617,0.0,0.0,0.0,0.13749901117942048,0.7070994844342752,0.8647698982817532,0.009596328477957935,0.0005083342828952797,0.03000057881340442,0.0,9.803734237741167e-05,0.05547922920997948,0.0026923768855901626,0.13199423365835394,0.003247561137926591,25.845288358434566,0.08404704808167826,0.03984514335120366,0.000736557104209338,0.01770817042858009,0.04198615949340637,0.5542715709291549,0.00033288521548408587,0.13945257843960535,0.009342441791142242,0.005641485620505523,0.02665049274919933,0.05661521751078832,0.0001637712138796304,0.008802183768756286
component_2,12.768004553495325,0.0,0.0020685992693792133,12.493098895814875,0.04461016120196539,0.0,1.1844934248769765,0.0943374638813,0.0,0.5313028809002912,0.0,0.0,0.025019426029005167,0.002331342566984061,0.0,0.11905456612330041,0.02003804548829964,0.013480475658227171,0.16133944233525155,0.43966096346754696,0.0,0.0,0.0032851711129624635,0.12985913100438234,1.2034445421693418,0.0,0.34805159161621,0.0005043013361284217,0.0,0.0,0.0,1.6876026183404644,0.09150218271858168,0.0,0.03419116633127358,0.004729938753780993,0.0,0.00042165514578283383,0.0,0.0,0.001269332211845289,0.02454587032639411,0.0,0.0,0.0
