component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Candacia falcifera,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Eukrohnia hamata,Euphausia crystallorophias calyptopis,Euphausia frigida calyptopis,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia superba calyptopis,Euphausia superba F1,Euphausia superba F2,Euphausia superba furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta barbata,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phalacrophorus pictus,Pisces larvae,Primno macropa,Pseudosagitta gazellae,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Sapphirina sp.,Scolecithricella minor,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia sp.
component_1,0.07471482810993009,0.002085955935439563,0.00170713605446642,0.0054775341194182245,9.749400849128288e-05,1.9966992013715186e-05,0.00010768137914637601,0.0013070927336458044,0.0005373731969512645,0.010935457744153085,0.00010864713917152259,7.363399899469711e-05,2.2903174722380746e-05,0.0008158836986744977,0.0,0.09320981888544348,0.06067821595550836,6.865452388643599e-05,0.0,3.756784931358842e-05,0.0004941310436612397,0.0035971452750846325,0.001469172262228034,0.00036920604867688133,0.0,0.0,1.7335796861161494e-06,0.0,0.00012473808754674895,0.00011373217951637315,0.0,0.09635271847876625,0.012983455256987587,0.0,9.639376021562385e-06,8.755475496321377e-06,0.2148714455877586,0.00020823544719644435,0.0011046472550027783,9.639376021562385e-06,0.0,0.0007529320813853374,5.4488003749549266e-05,0.4041932690077474,0.00011890560514328305,0.0003630437421306664,6.673898567833104e-05,4.158421928908978e-05,7.983683507687046e-05,0.0011339156258244596,2.8597427206538466e-05,1.0741147519217471e-05,8.817925105692841e-06,1.591365796722824e-05,9.639376021562385e-06,5.2192538362054165e-06,0.0003031167965507079,0.00011781892561742105,0.0017619343794862195,0.002530075289599507,8.311905530615086e-05,2.104301589977969e-05,0.0006307822072570995,0.0032939502571560793,7.87908888248383e-05,9.793923092398241e-05,1.597386845905128e-05,5.1296090885092216e-05,1.3589406138265766e-05,0.0002137984078689235,3.755287798753896e-05,3.6733428277326264e-05,0.00010460275105839229
component_2,0.01635921638448481,0.004149635187932856,0.0001342566158387064,0.0,4.7719236950257614e-05,0.0,2.4359090823723683e-05,0.0,0.0003975403918293322,0.0,0.0,0.0,0.0,0.007303465401669718,0.0019895747601912446,0.0,0.007396627302077267,0.0,0.00021509413867020017,0.0,0.006730047184372195,0.01767111549801771,0.0026978510679924383,0.0016809412228700068,0.0002452433473286873,7.289993453210114e-05,4.0002739831296616e-05,7.289993453210114e-05,0.0,5.5580364201317365e-05,9.201402834849116e-05,0.08655244375717429,0.8216662586014335,0.0010043903314649143,0.0,0.0,0.0,0.0,0.0,0.0,0.001503555130174653,0.0,0.0,0.015050234889237159,0.002446934654616248,0.0,0.0,3.550665095353637e-05,0.0,5.036263588160014e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001377232195629042,0.004069409168470048,0.0,0.0,0.0,0.0,0.0,6.563077921031194e-05,0.0,0.0,0.0,4.146634932596393e-05,0.0,0.0,0.0,0.0,0.0
