component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Candacia falcifera,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Eukrohnia hamata,Euphausia crystallorophias calyptopis,Euphausia frigida calyptopis,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia superba calyptopis,Euphausia superba F1,Euphausia superba F2,Euphausia superba furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta barbata,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phalacrophorus pictus,Pisces larvae,Primno macropa,Pseudosagitta gazellae,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Sapphirina sp.,Scolecithricella minor,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia sp.
component_1,6.593234195865563,0.18407585686168468,0.15064677382035066,0.4833667717475311,0.008603390343493294,0.0017619936746652947,0.009502378165164938,0.11534482145848009,0.04742067174226404,0.9650030090427316,0.009587601971253707,0.006497856080667917,0.00202109806839554,0.07199792113601915,0.0,8.225330644697868,5.354568811874196,0.006058440687609077,0.0,0.0033151870254594837,0.04360475392531923,0.3174312493938819,0.12964758193228887,0.03258070729782339,0.0,0.0,0.000152980300656541,0.0,0.011007552920151755,0.010036333002792663,0.0,8.50267683684033,1.1457292126124008,0.0,0.0008506298578196799,0.0007726297698025064,18.96140028161275,0.018375804455133066,0.09747995465287511,0.0008506298578196799,0.0,0.06644273528743161,0.004808311531646718,35.66816588321081,0.010492863622162129,0.032036912561574635,0.005889403398269639,0.003669612894267765,0.007045227358938966,0.10006275151181797,0.0025235892224031785,0.0009478560403343669,0.0007781406557998691,0.0014043058994455855,0.0008506298578196799,0.0004605747445358644,0.026748639847218435,0.010396969235584426,0.1554824697529587,0.22326731305542374,0.00733486794570727,0.0018569477508592507,0.055663580098343594,0.2906757068758509,0.00695292749329798,0.008642679141209886,0.001409619193789962,0.004526640147524717,0.0011992015443104667,0.01886670972071274,0.003313865875945206,0.003241553270966485,0.009230703632819347
component_2,0.6910728536418187,0.17529569653574664,0.005671488196460464,0.0,0.0020158342843426594,0.0,0.001029016672438929,0.0,0.016793553344030494,0.0,0.0,0.0,0.0,0.308524965865297,0.08404688065395992,0.0,0.3124604636820751,0.0,0.009086359439161211,0.0,0.2843016929135539,0.7464922479924672,0.11396705028160047,0.07100907649798331,0.010359971767097877,0.0030795586171951874,0.0016898613551517001,0.0030795586171951874,0.0,0.002347916916820316,0.0038870075223272093,3.6562903070144293,34.710173930545,0.04242910395109182,0.0,0.0,0.0,0.0,0.0,0.0,0.06351564219194819,0.0,0.0,0.6357767101087421,0.10336742755261027,0.0,0.0,0.0014999301935388594,0.0,0.002127501078146374,0.0,0.0,0.0,0.0,0.0,0.0,0.005817930157482436,0.17190665742143624,0.0,0.0,0.0,0.0,0.0,0.0027724830340053463,0.0,0.0,0.0,0.001751689548283021,0.0,0.0,0.0,0.0,0.0
