component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Egg mass,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia spinifera calyptopis,Euphausia superba,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Tomopteris sp.,Vibilia antarctica,Vibilia sp.
component_1,2.7700388301014987,0.37801142999735854,0.05227713510969356,0.001203194219802492,0.16649335762490733,0.0,0.0,0.00308492865515608,0.0,0.29435533158446636,0.0059565910113992095,0.0,0.003853606465603376,0.0,0.003414382852168189,0.0,0.012786386520136597,0.0,0.018463022993842185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17767606884024018,7.684047448453528,0.017302924322426506,0.0016640910416025716,0.0005840427688547214,0.0,0.014945520071553446,0.03269860776036136,0.0,0.0,0.0,1.1247609145805477,28.2172217790392,0.0,0.03573552801450425,0.003924539495397798,0.0029993252604760736,0.0,0.0,0.0,0.0,0.009890179271275853,0.0,0.0,0.4103020541671656,0.6504493841860255,0.0,0.0,0.0,0.0,0.0013273206816504682,0.45076973881158705,0.0,0.031837609222587264,0.0,0.0,0.0,0.002265515367309998,0.001080240031518513,0.0
component_2,26.250842424822043,0.3257086138164058,1.300957742349517,0.001628176046526021,0.19247306202124445,4.218190549063665,1.1530231972183878,0.0,0.016518211086487627,0.16938586883303688,0.0,0.029913511496884895,0.0025125078386697606,0.0025724183077659108,0.11025252768757238,0.0034459254985025286,0.016802927293342765,0.009280858268609464,0.0,0.0034459254985025286,0.018667809139210286,0.022346312751920568,0.05414670237712623,0.27437730770801866,0.08892047801878276,0.009695289285561143,0.07450496295846364,0.0,0.0006832427166291318,0.01285336761194669,0.0024740643569616107,0.0020807077926374346,0.1630826455257587,0.11061585949558446,0.0028106869090690524,0.5902527720247354,0.8272255531705212,0.4776409810548402,1.4836499578633686,0.02128970415086911,0.38431113352334345,0.0,0.017629229137291917,0.032768334987175934,0.024736037266553566,0.02446453743643975,0.005187218127605372,0.012349379501807096,0.007266186322756633,0.07562631241314605,0.2758687504227971,0.32569196182652693,0.06807454020516243,0.031435279416200404,0.045685933661013464,0.0009923276381311353,0.012184442889564912,0.0,0.017715686661651884,0.08479059062044844,0.09730824731088293,0.20007421410798534,0.0078878522014613,0.02698057330101636,0.0,0.005073020213069015
