component,Appendicularia indet,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Calocalanus sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus sp.,Clione sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Cyllopus magellanicus,Decapoda (natant) indet juv,Decapoda zoea indet,Drepanopus sp.,Euchirella sp.,Euphausia superba,Euphausia triacantha,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Haloptilus oxycephalus,Hyperia sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Microcalanus pygmaeus,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces egg,Pisces larvae,Polychaeta indet,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Siphonophorae sp.,Spongiobranchaea australis,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura,Thysanoessa macrura furcilia,Thysanoessa sp.,Thysanoessa sp. furcilia,Tomopteris sp.,Vibilia sp.
component_1,0.0819316548281087,0.12437508085708682,0.012687664377479028,0.012047548489549802,0.0,0.00014105283992346765,0.0025448251800719553,0.008486141176956008,0.0,0.0,0.009667602764358768,1.1792262252688606,7.062659851585664,0.25629195316280456,0.0002208838580196142,0.0,0.0,0.0,0.0,0.042646201297620326,0.0,0.0,0.0005192822059372409,0.015041593933052171,0.0,0.0,1.0134730300143573,4.273921060580135,0.01346842045867739,0.00043114017900088453,3.93186222115118e-06,0.023644239681148562,0.0,0.005484274200442902,0.0,0.0,0.0,0.0,33.17058964854238,0.00746263933195411,0.007672666077558465,0.0,0.002861857057043087,0.0002456423250430592,0.01619444507135446,0.0,0.0,0.003482210727362826,0.33771779085541076,0.028890716349162873,0.2500199466604602,0.0,0.007156663906264164,7.018552074490368e-09,0.037998201463962274,0.08090968551730376,0.0,0.0,0.0,0.011022442089659504,0.003277078327981491,0.0,0.0,5.456292531014078e-06,0.0
component_2,0.4355380738220269,7.048582254570617,0.34000943887212304,0.0,6.437667406383314,0.0,0.00884017466377295,0.11952478899659658,0.0018294606290905225,5.6836428648490465,0.0,24.26170136244567,0.0,5.605339792063513,0.00024080324193687528,0.005060320385153706,0.0034618689299106033,0.17953573730904268,0.0021514644399369958,0.0,0.022913882189846062,0.015345585027404077,0.0,0.09528450065730637,0.6151477220660166,0.09173567008136653,0.14719723877675323,1.5010236127046757,0.0,0.0017917021625506776,0.002612377541409978,0.07728457160361886,1.0221232126811852,0.0,0.03241421532366256,0.07662116504146407,1.6810741938115383,0.42300857337366216,1.2051762448529038,0.011192521562052074,0.11364366540993767,0.004290080446915146,0.0,0.0,0.0,0.006875253039322511,0.005062909338381805,0.003240575110867648,0.6973435250251384,0.13592937131885047,0.5382395873184346,0.03634137431771435,0.004196542400006042,3.424392362948174e-07,0.0,0.13562562857254337,0.005039719239802815,0.041624263907512934,0.0031586683478908835,0.0456681305196196,0.009857962434329045,0.12781051297821866,0.012411476295167841,0.00274481034321016,0.002495270592087372
