component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Cnidaria indet,Decapoda zoea indet,Egg mass,Euaugaptilus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia superba,Euphausia triacantha,Euphausia triacantha calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella dilatata,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris carpenteri,Tomopteris sp.,Vibilia antarctica
component_1,1.5421894934747282,0.5798638925937707,0.0,1.2047325419037755,0.0,0.018716151734716014,0.002782324554053021,0.0,9.733073524806976e-05,0.0,0.0,0.0037070078299670343,0.0,6.209672534674908e-05,0.0012986072297269343,4.4335397875149915e-05,0.00021946071820657311,0.008212949067645579,0.0,0.12354564091583768,0.0,0.0,0.0010737084886776394,0.0,0.0005201411048107346,0.0,0.0030349306113165355,0.0041088258624370445,0.14146027010759088,0.027298985629588362,44.350631760429465,0.0,0.01698979022742083,0.00492095268999052,0.005384603518541035,0.009997577038384149,0.003819443275463231,0.0,0.3045113710400122,0.016962090659570817,7.488576700948487e-09,0.0,0.09136329877610282,0.0001267875813007425,0.16306547981575803,2.440747028093697e-05,0.0019554406292888018,5.63492450642757e-09
component_2,45.08444271715695,0.5685690665607541,0.07070708788688534,1.956584890536826,0.00851544341684195,0.004852476376236138,0.0014815663981721967,0.0009801370150439208,0.0,0.005300462435923737,0.014200437604278169,0.012582634270011715,0.0007658007077728386,0.0,0.0,0.00024644169533086284,0.0,0.0019645242373385638,0.8374458827075328,0.0,8.766867277602212e-08,0.0008150906450549764,0.00033383217698106777,0.014185680660229577,0.03491073999122831,4.805908015760631,0.0,0.008951495832913691,0.0979707677035582,0.0,0.00047502190465108777,0.05586814155057058,0.0,0.0,0.006734761144145441,0.002494039812281863,0.0,0.05803898455286118,1.1361898554782992,0.00756278905915389,0.0,0.25664529100015054,0.09342680982674761,0.0003703920561200091,0.6642523936985463,0.0,0.0020105294792939084,0.0
