component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Cnidaria indet,Decapoda zoea indet,Egg mass,Euaugaptilus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia superba,Euphausia triacantha,Euphausia triacantha calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella dilatata,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris carpenteri,Tomopteris sp.,Vibilia antarctica
component_1,0.031710943562658224,0.011923328002082317,0.0,0.02477205674533046,0.0,0.0003848468906583516,5.72109570710283e-05,0.0,2.0013425492929848e-06,0.0,0.0,7.622456032789921e-05,0.0,1.2768507120742595e-06,2.6702335054265866e-05,9.116371923136273e-07,4.512614356870615e-06,0.00016887701898441398,0.0,0.0025403809733312564,0.0,0.0,2.2077902508912163e-05,0.0,1.0695290876420557e-05,0.0,6.240511541496866e-05,8.448685818690331e-05,0.002908746727117884,0.0005613295877585229,0.9119504358406931,0.0,0.00034934894921975605,0.00010118604340586353,0.0001107197649875208,0.00020557305218907762,7.853649027013926e-05,0.0,0.006261450322476693,0.00034877938274526096,1.5398226620865395e-10,0.0,0.001878638405621296,2.6070426832016744e-06,0.003352999258090214,5.018734181894706e-07,4.0208332178293503e-05,1.1586693707824342e-10
component_2,0.8077364367705502,0.010186528305627066,0.0012667937714674372,0.03505432944211346,0.0001525633568588757,8.693735003544071e-05,2.6543860612990933e-05,1.7560212178850334e-05,0.0,9.496350366553173e-05,0.00025441616175721676,0.0002254314694363197,1.372014596816569e-05,0.0,0.0,4.415268879047098e-06,0.0,3.519657140651243e-05,0.015003746581277627,0.0,1.5706788660727834e-09,1.460322837773858e-05,5.980963650936473e-06,0.00025415177518204685,0.0006254635751504333,0.08610302761090248,0.0,0.00016037570638735153,0.0017552520125181145,0.0,8.510529963916242e-06,0.0010009380368336581,0.0,0.0,0.00012066051261187321,4.468341427163327e-05,0.0,0.001039831031529392,0.020356067194097525,0.00013549552613996432,0.0,0.004598077305001566,0.0016738421042870938,6.63597333331661e-06,0.011900798352292618,0.0,3.602080495516481e-05,0.0
