component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Euphausia frigida calyptopis,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Oithona similis,Oncaea sp.,Phalacrophorus pictus,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.1931185254757114,0.037046704710610834,0.0005184491469082854,0.014878877908996155,0.03067821236177077,0.0,0.01579752328809374,0.0,0.14873467403490048,0.2383710775665896,0.0010995259737557484,0.010709138191556809,0.2594653338753728,0.003339216477897971,0.009494106757947771,0.030829030061027878,0.0,5.190883825297951e-05,0.00012396359502217147,0.00035360519482157077,0.0003041219857428011,0.00015622222681245263,0.0006233170659895483,0.0003212539455423304,0.0010258364566637522,0.002959374860012379,0.0
component_2,0.2076986717484219,0.0,0.0005522391618618508,0.01745245521830067,0.012024577267183327,0.285729100546217,0.0014118056111364764,0.00013479962418162252,0.03865447058416355,0.09131431128419117,0.0005591682754779493,0.01775533586477172,0.31390690193931137,0.00034632929221897535,0.0005867141645778981,0.009303032959274862,0.0012338007540968912,0.0003545858330850344,0.0,0.0,0.0,5.622757135035117e-06,2.1727258706029544e-05,0.0006721345284064971,0.00014741570309866636,0.0,0.00013479962418162252
