component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia crystallorophias,Euphausia frigida,Euphausia superba,Euphausia superba F5,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia gerlachei,Metridia sp.,Microsetella sp.,Oithona similis,Oncaea sp.,Pleuromamma robusta,Polychaeta indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura furcilia,Tintinnina indet
component_1,13.91033233537893,0.008777580226018888,0.003329011132876149,0.8824968791975895,0.09939163202597723,0.028510734090813578,0.3322693906379655,7.856589886705054,9.059818497126264,0.0,0.0016296820268420851,0.008138013381262027,7.274749841278458e-05,0.0,0.0,4.2451030965147325,0.0,0.88856962770044,0.044651184349358046,0.012019071235675924,0.009319746625619022,34.877395208585185,0.0,0.0014729561992159585,0.0,0.003996679972619232,0.5982118786188837,0.0071276835227033946,0.033409827123896965,0.0,0.00424940798550725,0.00424940798550725,0.015764923886697632,5.10792850011537
component_2,0.0,0.006562230866420734,0.0,0.0,0.0,0.0,0.0,7.655849211445178,0.0,0.01988686330978549,0.0,0.0,0.0,0.0020706334026452567,0.013871392801952823,0.22819152768175835,20.214707658708353,0.0,0.0,0.027079347746150763,0.01377076737163917,18.71045279331527,0.2344838978748791,0.004408029696527434,0.0007577697844999715,0.007135771584296623,0.5175369268731176,0.0,0.18604661909397072,0.007133629459492713,0.0,0.0,0.0,4.2671904482493455
