component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia crystallorophias,Euphausia frigida,Euphausia superba,Euphausia superba F5,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia gerlachei,Metridia sp.,Microsetella sp.,Oithona similis,Oncaea sp.,Pleuromamma robusta,Polychaeta indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura furcilia,Tintinnina indet
component_1,0.17823516460248356,0.00011246844566157258,4.265511656558976e-05,0.011307564243085039,0.001273519817294642,0.000365312291690504,0.004257417299952052,0.10066765896811601,0.11608480675885569,0.0,2.0881359071856818e-05,0.00010427358021183745,9.321245561505387e-07,0.0,0.0,0.05439313964034093,0.0,0.011385375276128599,0.0005721222901312425,0.00015400215382426502,0.00011941530466859238,0.44688927094125475,0.0,1.8873207648086958e-05,0.0,5.121005707185595e-05,0.0076649780955713705,9.1328072922626e-05,0.0004280851020088932,0.0,5.444829882559097e-05,5.444829882559097e-05,0.0002019983229836064,0.0654486503302496
component_2,0.0,0.0001259131147757532,0.0,0.0,0.0,0.0,0.0,0.14689696843785985,0.0,0.00038158012929229845,0.0,0.0,0.0,3.973037623834563e-05,0.00026615800472812274,0.0043784357180836715,0.3878706582259478,0.0,0.0,0.0005195862642170881,0.0002642272495300275,0.3590076969291392,0.0044991708684411725,8.45792780552567e-05,1.4539743540200116e-05,0.0001369179543963781,0.009930264234913834,0.0,0.0035697782934596993,0.00013687685227550047,0.0,0.0,0.0,0.08187691832510563
