component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Euphausia superba,Euphausia superba furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii
component_1,4.366383245192107,0.006050436790725535,0.0,0.7864735549393055,0.002718139424551953,0.0027429689834034404,0.06534226232192526,0.000869716900519487,0.0,0.216558284511556,0.0,2.349007853937568,7.810885979643817,0.04773713438425239,0.0,0.0,0.0010815257401270869,0.008289269368453586,0.004022802885389242,0.0007911169925046291,0.11950415653745398,0.0,44.44589142326368,0.10333580013968244,0.011191282477779153,0.0017950329683290127,0.0,0.03038204280903272,0.0,0.0,0.0,0.0,0.0044215676466134975,2.414492519506038,17.81803353150901,0.0,0.03815855153553402,0.0008952402618827363,0.0006844279564599883,0.019982436427083403,0.02554239862289342,0.0,0.011839573201082854,0.0
component_2,34.93253836088941,0.06181544355628253,0.01498922423656356,1.252317652579665,0.0016414163586481608,0.0052328483500669746,0.07637904348601439,0.0010596149004022586,10.852888541272048,0.49234530730155557,0.0064267447309052225,0.0,1.328505176047888,0.230891068978391,0.0004625356691348576,0.0016758632301618719,0.0001439840802910811,0.0,0.0,0.011493098929614233,0.27202124537618944,0.00015553878277572975,2.7313157230003835,3.471633675101502,0.038436718770175356,0.0,0.006128125771261105,0.05642494016203955,2.0725997082051637,0.0012714901953322884,0.02259198731800171,0.5350781195329536,0.005327116478274414,0.0,4.873001450676024,0.0008168838149574659,0.044087324180475694,0.011569517240930331,0.0004734696423025913,0.0013747545511685118,0.03676943507230114,2.351792103933743,0.0014049306815560906,0.2251014985250133
