component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Euphausia superba,Euphausia superba furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii
component_1,0.05409623495268009,7.496040356920793e-05,0.0,0.009743821332887686,3.3675722145236417e-05,3.398334187854325e-05,0.0008095419427048038,1.0775144358806478e-05,0.0,0.0026829957843911272,0.0,0.029102457030591392,0.09677105728377634,0.0005914275253922569,0.0,0.0,1.3399298059717617e-05,0.00010269787102075374,4.983953030141339e-05,9.801350064429618e-06,0.0014805674552251867,0.0,0.5506514774582955,0.0012802535667327814,0.00013865165111339576,2.223912097259358e-05,0.0,0.0003764108723047986,0.0,0.0,0.0,0.0,5.477992856759619e-05,0.029913763243414167,0.22075215898114214,0.0,0.0004727560210371272,1.1091359788271773e-05,8.479552403378929e-06,0.00024756749812943584,0.0003164512869273485,0.0,0.00014668349012434288,0.0
component_2,0.5290389556904502,0.000936169520997988,0.00022700564885373163,0.018965836844402555,2.48585770453108e-05,7.92493404803762e-05,0.0011567292644188978,1.604743275600252e-05,0.16436254247494747,0.007456367599828694,9.733041114280581e-05,0.0,0.020119665616759885,0.003496750472257111,7.004912864925239e-06,2.5380260775938865e-05,2.1805797988767754e-06,0.0,0.0,0.00017405826603707867,0.004119650112244832,2.3555710254701564e-06,0.04136465557781584,0.05257646710471504,0.0005821083297258379,0.0,9.280794956479554e-05,0.0008545325595818372,0.03138867189854205,1.9256197135171878e-05,0.0003421463752278897,0.008103538501727027,8.067699259046716e-05,0.0,0.07379960688542574,1.2371370094003255e-05,0.0006676844294183536,0.000175215589996667,7.170503400787402e-06,2.082009342027e-05,0.0005568580024449942,0.03561692613953165,2.127709852943485e-05,0.0034090698040242957
