component,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus propinquus,Calanus simillimus,Candacia cheirura,Candacia sp.,Centropages aucklandicus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia spinifera furcilia,Euphausia superba,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Evadne sp.,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Noctiluca scintillans,Nyctiphanes australis,Nyctiphanes australis calyptopis,Nyctiphanes australis furcilia,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Temora turbinata,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.
component_1,3.684764542056176,0.0,0.0,0.0,0.0,57.40271549425138,0.0,0.0,0.0,0.07761537954396436,1.3773412945095003,0.24341116042671498,0.0,0.0,0.00022167448568520995,0.0,0.0,0.0,0.0,0.0,0.0002766341547032075,0.0,0.0,0.0,0.0,0.0,0.0,0.040572616610555036,0.015921843466427787,0.0,0.016271167914062416,0.0,0.12193501681992824,0.0,0.0,0.0,0.0,0.0,0.00700675120474365,0.0,0.0,0.01920009483869442,2.6149842200642617,0.0,0.0,0.001187190222927533,0.0,0.0,0.0,0.0,0.04596051997210716,0.7970866556039843,0.0,0.33068348119191593,0.007224656064356905,0.0016589593632963132,0.0,5.6185299116467894e-05,0.00765370777062321,0.0,0.0,0.00048696448377812584,0.031190506366293037,0.00611618082803887,0.002879808484214043,0.019592270513056224,0.013276515091050281,0.0,0.004531223658259362,0.0,0.00039783803422427963,0.0,0.015638868918856193,0.003608062058335687,0.0,0.00044751253553795226,0.0001574642847946952,0.26342594507372025,0.010361433476797717
component_2,44.52727183971688,0.4799162163652378,0.001852065961812806,0.7565436260136134,0.1217114106538797,0.0,0.0006485126973425447,0.02570050887657484,0.03717850631684489,0.27642560045025777,4.605429179542284,0.5705491371172184,0.02752180368134901,0.004250929016501334,0.006998144399723424,0.09715519763540527,0.006107791538521669,0.005589439187959489,0.0001569446380456243,0.0016109276590918545,0.02363187892039064,0.0001395937269723085,0.0536420123454077,0.0017262746612525203,0.00039522248653607627,0.003371805503455972,0.007154045897469305,0.0,0.06497228406488904,0.002127231823914611,0.003931658798098335,0.04630928635200902,0.2043408278511185,0.040324073015814255,0.7284404219305889,0.8885285827019956,0.6424048861397658,9.380254497082396e-05,0.008084819356913608,0.0017262746612525203,0.0006159591681856055,0.09579374733422864,0.0,0.03563873816284854,0.9571676602200877,2.0196394008149867,2.809060658391627,0.00040211033731713956,0.06894198005301856,0.053152972220502935,3.715435355294463,14.791267693345532,0.40965510087081236,0.10120892967175049,0.00579962331562683,0.006695578818274754,0.0016288465310967772,0.006632532645446368,0.00030669358615785785,0.02400437878553106,0.3776627739136425,9.547230394979851e-05,0.0,0.004330879154586862,0.01607348072977224,0.23145304751616755,0.0009111945282690594,0.00024463462212753246,0.007007677561697564,0.24580306273899136,0.0013533941767470273,0.037141500288439454,0.02251239584013887,0.01007411290446958,4.443689062079649e-05,0.003132236016193917,0.0007974217082754518,0.07341906148305531,0.0004543951071110685
