component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Calanus sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pisces egg,Pisces larvae,Polychaeta indet,Primno macropa,Pseudosagitta gazellae,Pteropoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F5,Tintinnina indet
component_1,9.861691663554534,0.0011765086003715126,0.09299205898328547,0.0008899797913532205,0.041388914135141966,0.007728584621256284,0.5406216834481807,0.04042974596179503,0.0,0.011515167838518003,0.0013075963621135586,0.00039313179247634563,3.579855675616888,0.0,0.0032189679128803825,0.0006509734806514063,0.0003539866245837935,0.004655662180746561,0.11133248614014059,0.12019411366721705,0.0012739779045022597,3.970767295913105,103.0292356654533,0.00062771031077313,0.008037876181664776,0.04209583886976853,0.02243092713475014,0.012632847966363615,0.07044198090102008,0.02258195064425977,0.028716598188174892,0.0,0.002783998798447727,0.06600235300057043,0.001524580396567698,0.0,0.0305277217905089,0.004068077043883331,0.0007522684659710386,0.0,0.00747986741326859,2.3985175922060615,0.0004275980929438132,0.0,0.002942724647067672,0.0013773093043312778,0.0,0.07418876307857088,0.00062771031077313,0.0007522684659710386,0.0
component_2,8.283250404829712,0.0,0.0739204802488174,0.0,0.0,0.0,0.0,0.005492848291051133,1.1194754395513813,0.009938601178613315,0.003014766335481388,0.0,16.140674040450076,2.4597467511814695,0.0,0.0,0.0,0.0,0.0,0.025391344166005612,0.0,0.8980059290260334,1.5622578289336904,0.00032084746215775973,0.030354916412929586,0.0,0.0,0.0,0.03396430337735288,0.0,0.001676644130133665,74.46952840909796,0.0,0.02975485631830882,0.0,0.007866093568598655,0.017209178944628038,0.0,0.0,0.01992596345582878,0.006013336623830839,1.1344657602100692,0.007103864551574657,0.005515465463573155,0.0,0.0,0.07685334837435863,0.01787393721067943,0.00032084746215775973,0.0,0.08523713358269341
