component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Calanus sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pisces egg,Pisces larvae,Polychaeta indet,Primno macropa,Pseudosagitta gazellae,Pteropoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F5,Tintinnina indet
component_1,0.07938814533177839,9.471076457962948e-06,0.0007486004780041407,7.164475166000972e-06,0.00033318716936043625,6.221630325238654e-05,0.00435208828660794,0.00032546571700305875,0.0,9.269888464091223e-05,1.0526353243674587e-05,3.1647718201326704e-06,0.02881839265903688,0.0,2.591319027246587e-05,5.240437346066866e-06,2.849647155550461e-06,3.747880165293594e-05,0.0008962437572962968,0.0009675812314332708,1.0255719452867742e-05,0.031965291749245436,0.8294013049159678,5.053165225402248e-06,6.47061482186762e-05,0.0003388780229670815,0.00018057243767629868,0.00010169638278332181,0.0005670688567455042,0.00018178820031931203,0.00023117306322021017,0.0,2.241162153056017e-05,0.0005313291645096919,1.2273108328867741e-05,0.0,0.0002457528887370913,3.274865029234498e-05,6.055877667087491e-06,0.0,6.021409120521691e-05,0.019308438114587073,3.4422308772508504e-06,0.0,2.3689389196397756e-05,1.1087553226101471e-05,0.0,0.0005972310335997243,5.053165225402248e-06,6.055877667087491e-06,0.0
component_2,0.07775863394777406,0.0,0.0006939251240744812,0.0,0.0,0.0,0.0,5.15638618561456e-05,0.010509024436451152,9.329816355064015e-05,2.8300980950918002e-05,0.0,0.15151983859499163,0.023090760013463395,0.0,0.0,0.0,0.0,0.0,0.0002383600808802265,0.0,0.008429989545813041,0.014665623845111374,3.011940861820467e-06,0.0002849553881036867,0.0,0.0,0.0,0.0003188383429856028,0.0,1.573942001074009e-05,0.6990792885423407,0.0,0.0002793223514376604,0.0,7.384259324612042e-05,0.00016155037946418118,0.0,0.0,0.00018705406968200501,5.6449922250879785e-05,0.010649745385340857,6.66872032455257e-05,5.177617952772634e-05,0.0,0.0,0.0007214572893290874,0.00016779076725247118,3.011940861820467e-06,0.0,0.0008001596891420349
