component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus laticeps,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Eucalanus sp.,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia superba F3,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pisces larvae,Polychaeta indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Subeucalanus longiceps,Subeucalanus sp.,Themisto australis,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Tintinnina indet,Tomopteris sp.
component_1,0.02759051700286072,0.0055419103730281515,3.000132142953693e-05,0.001966665738117185,0.0,0.0014121783525645622,0.0,0.003157392859494298,0.005004165519545915,0.08164545500095254,0.05304925936953299,0.0,7.99401037830438e-06,7.08728650651532e-05,8.500407671975303e-06,0.0,1.7000815343950606e-05,0.0,0.0,0.0,0.03445925681425912,0.23635682616548787,0.00015518914606851646,1.9837516364930188e-05,0.0,0.00010139815803323646,0.00021557591978848303,0.00017807901516234638,0.002077859767661573,0.0003120797581713623,0.0,0.0,0.49825732522179694,0.004339350621063581,0.0,6.27350217906065e-06,0.00048564526756004247,0.018336714686725132,0.003560204539736937,0.018265875952219776,0.0,2.6767982397053263e-05,6.76585891107562e-05,2.8011168383226053e-05,0.0,4.5664259900674064e-05,3.000132142953693e-05,9.065360563091381e-05,0.00013045886279757198,0.001512914946660731,0.0010367978386364562,0.0,0.0,0.0,0.0,0.0003959883684458585,5.677368342938362e-06
component_2,0.041391445668748604,0.0003551196005594504,4.185575448856486e-06,0.008769125397334227,8.094490672602647e-05,0.0030553441640700763,0.00027158795873492186,0.009246451310864684,0.01696679633544934,0.02299174290566887,0.028309495210749755,0.00017438775731925995,6.693338887111613e-05,0.0,5.4872458392249884e-05,0.00011794552311910889,0.00010974491678449977,0.0004176742194166531,0.0005165189162455261,0.000293257387527499,0.37510775613500974,0.0,9.420383192113877e-05,0.0005057504110103616,0.002607552982460978,0.00029367796174320824,3.931141976891157e-06,0.00015351155161789692,0.0009187195488301931,0.0,0.0012693458821560243,0.02839619700790213,0.35353962335166744,0.0014351883042110622,0.001708650587543488,0.0001275706330332391,0.0,0.04458605342285418,0.007676234978567999,0.03574176803342503,0.0004958474518938908,0.0,0.0010046820070536188,0.0,0.00016457154509171408,0.00038610411057107586,4.185575448856486e-06,0.0017556907310187478,0.000462836680396619,0.0017249060861634165,0.00207319681701874,0.0022825983024398547,0.001738305673914611,0.00031191581483345127,7.068080541177843e-05,0.00011305185802939364,5.21171727524485e-05
