component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus laticeps,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Eucalanus sp.,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia superba F3,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pisces larvae,Polychaeta indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Subeucalanus longiceps,Subeucalanus sp.,Themisto australis,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Tintinnina indet,Tomopteris sp.
component_1,2.6043116667793225,0.5231095103881559,0.0028318712334980288,0.18563662746525184,0.0,0.13329770365578017,0.0,0.2980312061471752,0.4723509401326902,7.706641052664591,5.007401821276211,0.0,0.0007545670307814267,0.00668979959049399,0.000802366656275792,0.0,0.001604733312551584,0.0,0.0,0.0,3.252662664516759,22.31008718835857,0.014648544049459183,0.0018724939189706644,0.0,0.009571129309701259,0.020348545223839706,0.01680915427383199,0.19613240427105175,0.02945769211526838,0.0,0.0,47.031281255035616,0.4095980313638283,0.0,0.0005921655949687036,0.045840809582931935,1.7308309222364548,0.3360532250264197,1.7241443442824043,0.0,0.0025266713503614754,0.0063863991008468995,0.0026440176026057034,0.0,0.0043103202742390805,0.0028318712334980288,0.008556934353775303,0.012314214278161302,0.14280638691999967,0.09786495508484105,0.0,0.0,0.0,0.0,0.03737795590222286,0.0005358955981355811
component_2,2.8070963628316044,0.024083598023571604,0.0002838584985136983,0.5947069402955543,0.005489543783485878,0.2072081646724271,0.0184186263329591,0.6270783594162995,1.150658826060384,1.5592602974578267,1.9199010751077472,0.011826676536278974,0.004539306840252819,0.0,0.003721355364227124,0.007998861687739915,0.007442710728454248,0.02832594424355276,0.03502942087913727,0.019888209570884233,25.43916021545291,0.0,0.006388741192247979,0.034299119451139885,0.1768397400645371,0.019916732187868096,0.00026660325984790455,0.010410888318515275,0.06230597318640349,0.0,0.08608484558599801,1.9257810412578822,23.976446697937355,0.0973319922423268,0.11587773203255738,0.008651620019691799,0.0,3.0237491436740505,0.5205889995006407,2.423944982514828,0.033627517866126784,0.0,0.06813579864720473,0.0,0.01116095797546215,0.026184913982763198,0.0002838584985136983,0.11906791332540785,0.03138878435230268,0.11698015187595193,0.14060062774954799,0.15480187485749705,0.11788888877634535,0.02115359188794211,0.0047934501583068315,0.007666981772643656,0.003534496650473905
