component,Acartia sp.,Amphipoda indet,Bivalvia larvae,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus simillimus,Calanus sp.,Calocalanus sp.,Candacia cheirura,Candacia sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus citer,Decapoda megalopa indet,Decapoda zoea indet,Egg indet,Eucalanus sp.,Euphausia lucens,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Harpacticoida indet,Heterorhabdus sp.,Hyperia sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mesocalanus tenuicornis,Metridia lucens,Metridia sp.,Microsetella sp.,Munida gregaria,Neocalanus gracilis,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta exigua,Pisces larvae,Pleuromamma gracilis,Pleuromamma sp.,Polychaeta indet,Primno macropa,Rhincalanus gigas,Salpidae indet,Thalia sp.,Themisto australis,Themisto gaudichaudii,Thysanoessa sp. furcilia,Vibilia antarctica,Vibilia sp.
component_1,3.2133252159039314e-05,4.742638642025926e-05,1.2132351385676219e-05,0.6584154383702014,0.0,0.0010408355401050253,0.000768971026061984,0.0008079372647750267,6.018961941664807e-06,2.889526823855015e-05,2.4264702771352438e-05,0.0,7.448817965302525e-05,5.451969040032308e-05,0.20477506950293764,4.848515316469487e-05,0.013799160939512,0.0067587713757152,0.005078438884239802,0.0,5.532829690330398e-05,1.3456322189262709e-05,0.001707614390053908,0.0010003187307456435,0.015663693907101327,0.0028028923386768305,0.0,0.020445003588068902,0.009452399159882793,0.00017790124520683542,3.1059475082316615e-05,3.3023316001056064e-05,0.0,0.0005010703178281289,1.4117714441596782e-05,2.8170635271234007e-05,7.919865270606843e-05,0.00011513118478711403,0.00017439392252429248,0.0,5.651576685676492e-05,1.5497027796306365e-05,0.004220257120394466,0.0004870498960331214,0.0,0.04582983710274396,0.00012937442131174867,4.730533695646378e-05,0.0031225074392361857,0.0,6.487888703548228e-05,2.485507883237788e-05,1.3456322189262709e-05,4.316409511260207e-06,0.0,0.00017224035980952545,0.0006134651096041109,0.0009881046216923014,0.0001108716330865502,0.0,2.512279842345045e-06,2.4359104771792518e-05,4.836035142488391e-06
component_2,0.001550908141234462,0.0,0.0,0.357586619863511,4.579988710212601e-05,0.0,0.0,4.02959989113012e-05,0.0,0.0,0.0,7.745807831263767e-06,0.0007552600834907742,0.0,0.0,2.649326685852021e-05,0.0,0.07657641705736751,0.0,8.116632106939817e-06,0.0,0.0,0.0,0.0,0.0,0.00480652721005638,6.381032462976442e-06,0.0745843084649621,0.013542887351114497,0.0,1.533649561828573e-07,0.0,4.7644543251524996e-05,0.0,1.473867484884939e-05,0.0,0.00014362967263291775,0.0,0.0,2.8984744109924257e-06,9.934102013447262e-08,2.9381315280684296e-05,0.0,0.0,0.019294147333311716,0.45048582917644114,0.00011240530590448771,9.743308476266003e-05,0.0,7.745807831263767e-06,0.0,0.0,0.0,0.0,9.71839901550738e-05,2.7358216748389317e-06,0.0,0.0,7.62552696459492e-05,4.9144586654113474e-05,0.0,0.0,8.134402075779672e-07
