component,Acartia sp.,Amphipoda indet,Bivalvia larvae,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus simillimus,Calanus sp.,Calocalanus sp.,Candacia cheirura,Candacia sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus citer,Decapoda megalopa indet,Decapoda zoea indet,Egg indet,Eucalanus sp.,Euphausia lucens,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Harpacticoida indet,Heterorhabdus sp.,Hyperia sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mesocalanus tenuicornis,Metridia lucens,Metridia sp.,Microsetella sp.,Munida gregaria,Neocalanus gracilis,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta exigua,Pisces larvae,Pleuromamma gracilis,Pleuromamma sp.,Polychaeta indet,Primno macropa,Rhincalanus gigas,Salpidae indet,Thalia sp.,Themisto australis,Themisto gaudichaudii,Thysanoessa sp. furcilia,Vibilia antarctica,Vibilia sp.
component_1,0.0031963073714620896,0.0047175215184137856,0.001206809817296892,65.492845502571,0.0,0.10353232510832416,0.07648985377756948,0.08036584103899623,0.0005987085380426108,0.002874223823164168,0.002413619634593784,0.0,0.007409368853590546,0.005423095286275358,20.36905760127921,0.004822837467548006,1.3726080264971408,0.6722976766653963,0.5051543354801434,0.0,0.005503527696704845,0.0013385057196649206,0.16985708248670545,0.09950210196805338,1.5580738622968753,0.2788048156217255,0.0,2.033672637761021,0.9402339035962273,0.01769590761098652,0.0030894983386057532,0.003284842375800569,0.0,0.049841663787036444,0.001404294670036339,0.0028021442937230284,0.007877921481503748,0.011452144737758733,0.01734703282891269,0.0,0.005621645805225312,0.0015414955179739837,0.4197906541366863,0.048447046855249046,0.0,4.558712122862412,0.012868925139314232,0.004705480680109401,0.31059705678338095,0.0,0.00645352869536527,0.0024723445761730177,0.0013385057196649206,0.00042935497069533315,0.0,0.017132817089215786,0.061021618423730724,0.09828715968303924,0.01102844543610538,0.0,0.0002498974750367488,0.0024230098391206704,0.00048104233888561043
component_2,0.16021668175728027,0.0,0.0,36.94051256300198,0.004731360769387672,0.0,0.0,0.004162781187366044,0.0,0.0,0.0,0.0008001812584895214,0.07802219952517811,0.0,0.0,0.002736888918258981,0.0,7.9107325028467,0.0,0.0008384892880782847,0.0,0.0,0.0,0.0,0.0,0.49653865364221583,0.0006591930367905749,7.704937575417075,1.3990489927283087,0.0,1.5843378291837475e-05,0.0,0.004921923111142243,0.0,0.0015225799097956677,0.0,0.014837674095136276,0.0,0.0,0.00029942711624297906,1.0262431529735727e-05,0.003035238976944711,0.0,0.0,1.993183336196025,46.537472343060664,0.011612038550261543,0.010065332123167492,0.0,0.0008001812584895214,0.0,0.0,0.0,0.0,0.010039599386063325,0.00028262426314523676,0.0,0.0,0.00787755634544293,0.005076885207261831,0.0,0.0,8.403250160409903e-05
