component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia falcifera,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperia sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura calyptopis,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.30325637994516924,0.00813624557543311,0.025143502502293188,2.5423133474321155e-05,3.307997761821124e-05,0.0004888007549643257,0.026984895565295645,0.007082236251541901,2.6364239078235948e-05,2.7272772610617667e-05,5.98842231316269e-06,0.028259330413643962,0.011749338669857804,8.350881502979963e-06,1.1820582684699014e-05,2.490847059567819e-05,1.472893180794056e-06,6.245234736294012e-05,8.327133291039521e-05,0.0002811943663563712,4.485391869016048e-06,5.378412855257927e-06,1.4995839700619817e-05,4.0220356601218746e-05,6.332803798032452e-05,0.00018781399853035752,0.0006362357409290572,0.0008049054184029383,0.000264378014483138,0.0,0.0,0.006929345108154003,0.0,0.0,0.00012630067294893755,0.0004546721325254826,0.004534052459932507,0.0,0.0016479292514456714,8.350457634176238e-05,0.01984854201190816,0.4268756289755497,4.2132465001839e-06,0.002503263244624584,2.9645904749684793e-05,2.2911035790670576e-05,0.000976018927331027,0.0,0.0,0.00022837501790381846,0.0003917615051914457,0.006046540170190207,0.10515549571657709,0.0,6.192448238701125e-06,0.0,0.0004276578794589586,0.0014037881715086463,0.0008427802502581409,6.981132109411758e-05,0.00026910960308716524,0.00128800544624493,2.153499001657876e-05,0.005458489078156955,0.0,0.0003435566615570646,2.5812507806053374e-05,1.007697428546067e-05,9.110175872672997e-06,0.00025180422550996834
component_2,0.07765792793655014,0.0,0.0,0.0,0.0,0.0008779213095492515,0.01439463780260703,0.00043493372267026996,0.0001123715417255796,8.015438135189943e-05,0.0,0.0020673987009551696,0.0,1.3083865693748606e-05,2.8754744116409776e-05,0.0,0.0,0.00019044326053310179,0.0,0.0007893989273226778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026876362858038487,0.0006608080507168672,0.0004248973996260935,0.6037170328904375,0.0,6.814383379707757e-05,0.0005264447916041531,0.0,0.0005324983442187453,0.0,0.00011179771886633949,0.00263769655207432,0.0,0.014492937336613072,0.2637301021491217,8.116225970791195e-05,0.0019782402664722037,0.0,0.000165798322969407,0.0010350935683540775,0.00016275077369717208,0.0002740630906495839,0.0,0.0006308403290123248,0.0,0.0,0.0009527174959887689,0.0,5.7359761945000506e-05,3.136459716280183e-05,0.0004885019562681815,0.0007193844463122292,0.0,0.0,0.0,6.726298294015853e-06,0.006219650574067406,0.0002149385587455394,0.0003703885573283355,0.00025441504694398935,1.729791652730058e-05,3.099012892732786e-05,7.129450467133452e-05
