component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia falcifera,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperia sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura calyptopis,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,25.69753204670337,0.6894543536144042,2.130626110606047,0.0021543216578068635,0.0028031521879338943,0.041420309335024275,2.286663247419586,0.6001390409963623,0.0022340696631754733,0.0023110575556251067,0.0005074507396332953,2.3946571183573973,0.9956229347947531,0.0007076423093880188,0.0010016600554477425,0.002110709827382826,0.0001248109593660308,0.005292126741212092,0.007056299182966862,0.02382802710400291,0.00038008598967284064,0.0004557593701190445,0.0012707270044692196,0.0034082181646979083,0.005366331569836973,0.01591510208928168,0.05391374896956379,0.0682065874021002,0.022403032380893757,0.0,0.0,0.5871832540230495,0.0,0.0,0.010702546773170453,0.03852829641516227,0.38420942178237555,0.0,0.13964327727377668,0.007076063913236757,1.6819383800715753,36.17285861401904,0.0003570247622777549,0.21212311332643943,0.002512153536543185,0.0019414499261660256,0.08270651277909792,0.0,0.0,0.01935218755269362,0.03319733565421496,0.5123755675749874,8.910733292906487,0.0,0.000524739618306945,0.0,0.0362391454531272,0.118955095126602,0.07141604899871541,0.005915716138810167,0.022803980746121194,0.10914382489559495,0.0018248456839606393,0.4625449200372318,0.0,0.029112522947801967,0.00218731670763784,0.0008539090576800127,0.0007719838787281132,0.0213375466518056
component_2,4.478614026185857,0.0,0.0,0.0,0.0,0.05063064126623673,0.8301538359006199,0.02508308324172413,0.006480584484915722,0.004622587108893369,0.0,0.1192290480294724,0.0,0.0007545602357640961,0.0016583162046810984,0.0,0.0,0.010983062263945426,0.0,0.04552546278407015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15499879905013472,0.03810949227199493,0.024504277981896617,34.81699348918446,0.0,0.003929926254162006,0.030360622416004047,0.0,0.030709737134466758,0.0,0.006447491519725632,0.15211872230989779,0.0,0.8358228729643785,15.209591164697722,0.004680712509117991,0.11408718774761639,0.0,0.009561762906880178,0.059694930019675206,0.009386007549007695,0.01580550543205234,0.0,0.03638122237959635,0.0,0.0,0.05494421566352081,0.0,0.003307997537552805,0.0018088291628610461,0.02817241936907516,0.041487654346202524,0.0,0.0,0.0,0.00038791266628311806,0.3586937617206613,0.012395731762923846,0.021360695965835723,0.014672382176447517,0.0009975889602186839,0.0017872331875843808,0.004111628742810318
